x,y,gz_mGal
-1.293103448275862206e+02,-2.586206896551723844e+01,-4.012419842183589935e-03
-1.189655172413793025e+02,-2.586206896551723844e+01,-4.711976274847984314e-03
-1.086206896551724128e+02,-2.586206896551723844e+01,-5.561199039220809937e-03
-9.827586206896552312e+01,-2.586206896551723844e+01,-6.597156170755624771e-03
-8.793103448275861922e+01,-2.586206896551723844e+01,-7.865319028496742249e-03
-7.758620689655171532e+01,-2.586206896551723844e+01,-9.419712238013744354e-03
-6.724137931034482563e+01,-2.586206896551723844e+01,-1.131727918982505798e-02
-5.689655172413793593e+01,-2.586206896551723844e+01,-1.359743438661098480e-02
-4.655172413793103203e+01,-2.586206896551723844e+01,-1.627493649721145630e-02
-3.620689655172412813e+01,-2.586206896551723844e+01,-1.923064887523651123e-02
-2.586206896551723844e+01,-2.586206896551723844e+01,-2.218150906264781952e-02
-1.551724137931034875e+01,-2.586206896551723844e+01,-2.468875609338283539e-02
-5.172413793103430635e+00,-2.586206896551723844e+01,-2.613646723330020905e-02
5.172413793103459057e+00,-2.586206896551723844e+01,-2.613646723330020905e-02
1.551724137931034875e+01,-2.586206896551723844e+01,-2.468875609338283539e-02
2.586206896551723844e+01,-2.586206896551723844e+01,-2.218150906264781952e-02
3.620689655172412813e+01,-2.586206896551723844e+01,-1.921941526234149933e-02
4.655172413793104624e+01,-2.586206896551723844e+01,-1.627493463456630707e-02
5.689655172413793593e+01,-2.586206896551723844e+01,-1.359743438661098480e-02
6.724137931034482563e+01,-2.586206896551723844e+01,-1.131727918982505798e-02
7.758620689655174374e+01,-2.586206896551723844e+01,-9.419711306691169739e-03
8.793103448275863343e+01,-2.586206896551723844e+01,-7.865319028496742249e-03
9.827586206896552312e+01,-2.586206896551723844e+01,-6.596887018531560898e-03
1.086206896551724412e+02,-2.586206896551723844e+01,-5.561278667300939560e-03
1.189655172413793025e+02,-2.586206896551723844e+01,-4.711986053735017776e-03
1.293103448275862206e+02,-2.586206896551723844e+01,-4.012419842183589935e-03
1.396551724137931387e+02,-2.586206896551723844e+01,-3.433427773416042328e-03
1.500000000000000000e+02,-2.586206896551723844e+01,-2.952010836452245712e-03
-1.500000000000000000e+02,-1.551724137931034875e+01,-3.013632725924253464e-03
-1.396551724137931103e+02,-1.551724137931034875e+01,-3.513010684400796890e-03
-1.293103448275862206e+02,-1.551724137931034875e+01,-4.116275347769260406e-03
-1.189655172413793025e+02,-1.551724137931034875e+01,-4.849091637879610062e-03
-1.086206896551724128e+02,-1.551724137931034875e+01,-5.744661204516887665e-03
-9.827586206896552312e+01,-1.551724137931034875e+01,-6.845780648291110992e-03
-8.793103448275861922e+01,-1.551724137931034875e+01,-8.207547478377819061e-03
-7.758620689655171532e+01,-1.551724137931034875e+01,-9.898690506815910339e-03
-6.724137931034482563e+01,-1.551724137931034875e+01,-1.199238933622837067e-02
-5.689655172413793593e+01,-1.551724137931034875e+01,-1.456577889621257782e-02
-4.655172413793103203e+01,-1.551724137931034875e+01,-1.763737574219703674e-02
-3.620689655172412813e+01,-1.551724137931034875e+01,-2.111604250967502594e-02
-2.586206896551723844e+01,-1.551724137931034875e+01,-2.467862144112586975e-02
-1.551724137931034875e+01,-1.551724137931034875e+01,-2.776121161878108978e-02
-5.172413793103430635e+00,-1.551724137931034875e+01,-2.957537025213241577e-02
5.172413793103459057e+00,-1.551724137931034875e+01,-2.957194484770298004e-02
1.551724137931034875e+01,-1.551724137931034875e+01,-2.776121534407138824e-02
2.586206896551723844e+01,-1.551724137931034875e+01,-2.467861771583557129e-02
3.620689655172412813e+01,-1.551724137931034875e+01,-2.110736630856990814e-02
4.655172413793104624e+01,-1.551724137931034875e+01,-1.763737574219703674e-02
5.689655172413793593e+01,-1.551724137931034875e+01,-1.456577889621257782e-02
6.724137931034482563e+01,-1.551724137931034875e+01,-1.199239119887351990e-02
7.758620689655174374e+01,-1.551724137931034875e+01,-9.898690506815910339e-03
8.793103448275863343e+01,-1.551724137931034875e+01,-8.207547478377819061e-03
9.827586206896552312e+01,-1.551724137931034875e+01,-6.845977623015642166e-03
1.086206896551724412e+02,-1.551724137931034875e+01,-5.744600668549537659e-03
1.189655172413793025e+02,-1.551724137931034875e+01,-4.849091637879610062e-03
1.293103448275862206e+02,-1.551724137931034875e+01,-4.116272088140249252e-03
1.396551724137931387e+02,-1.551724137931034875e+01,-3.513010684400796890e-03
1.500000000000000000e+02,-1.551724137931034875e+01,-3.013633191585540771e-03
-1.500000000000000000e+02,-5.172413793103430635e+00,-3.045257180929183960e-03
-1.396551724137931103e+02,-5.172413793103430635e+00,-3.553976071998476982e-03
-1.293103448275862206e+02,-5.172413793103430635e+00,-4.169929306954145432e-03
-1.189655172413793025e+02,-5.172413793103430635e+00,-4.920245613902807236e-03
-1.086206896551724128e+02,-5.172413793103430635e+00,-5.840332247316837311e-03
-9.827586206896552312e+01,-5.172413793103430635e+00,-6.976701319217681885e-03
-8.793103448275861922e+01,-5.172413793103430635e+00,-8.389629423618316650e-03
-7.758620689655171532e+01,-5.172413793103430635e+00,-1.015469431877136230e-02
-6.724137931034482563e+01,-5.172413793103430635e+00,-1.236179098486900330e-02
-5.689655172413793593e+01,-5.172413793103430635e+00,-1.509601157158613205e-02
-4.655172413793103203e+01,-5.172413793103430635e+00,-1.840085349977016449e-02
-3.620689655172412813e+01,-5.172413793103430635e+00,-2.218976058065891266e-02
-2.586206896551723844e+01,-5.172413793103430635e+00,-2.614036761224269867e-02
-1.551724137931034875e+01,-5.172413793103430635e+00,-2.957194484770298004e-02
-5.172413793103430635e+00,-5.172413793103430635e+00,-3.161981701850891113e-02
5.172413793103459057e+00,-5.172413793103430635e+00,-3.161981701850891113e-02
1.551724137931034875e+01,-5.172413793103430635e+00,-2.957194484770298004e-02
2.586206896551723844e+01,-5.172413793103430635e+00,-2.614036761224269867e-02
3.620689655172412813e+01,-5.172413793103430635e+00,-2.219306118786334991e-02
4.655172413793104624e+01,-5.172413793103430635e+00,-1.839852705597877502e-02
5.689655172413793593e+01,-5.172413793103430635e+00,-1.509601157158613205e-02
6.724137931034482563e+01,-5.172413793103430635e+00,-1.236179098486900330e-02
7.758620689655174374e+01,-5.172413793103430635e+00,-1.015469431877136230e-02
8.793103448275863343e+01,-5.172413793103430635e+00,-8.389629423618316650e-03
9.827586206896552312e+01,-5.172413793103430635e+00,-6.976701319217681885e-03
1.086206896551724412e+02,-5.172413793103430635e+00,-5.840354599058628082e-03
1.189655172413793025e+02,-5.172413793103430635e+00,-4.920241422951221466e-03
1.293103448275862206e+02,-5.172413793103430635e+00,-4.169929772615432739e-03
1.396551724137931387e+02,-5.172413793103430635e+00,-3.553974907845258713e-03
1.500000000000000000e+02,-5.172413793103430635e+00,-3.045257180929183960e-03
-1.500000000000000000e+02,5.172413793103459057e+00,-3.045257180929183960e-03
-1.396551724137931103e+02,5.172413793103459057e+00,-3.553976071998476982e-03
-1.293103448275862206e+02,5.172413793103459057e+00,-4.169928841292858124e-03
-1.189655172413793025e+02,5.172413793103459057e+00,-4.920245613902807236e-03
-1.086206896551724128e+02,5.172413793103459057e+00,-5.840332247316837311e-03
-9.827586206896552312e+01,5.172413793103459057e+00,-6.976701319217681885e-03
-8.793103448275861922e+01,5.172413793103459057e+00,-8.389629423618316650e-03
-7.758620689655171532e+01,5.172413793103459057e+00,-1.015469431877136230e-02
-6.724137931034482563e+01,5.172413793103459057e+00,-1.236179191619157791e-02
-5.689655172413793593e+01,5.172413793103459057e+00,-1.509456988424062729e-02
-4.655172413793103203e+01,5.172413793103459057e+00,-1.839852519333362579e-02
-3.620689655172412813e+01,5.172413793103459057e+00,-2.219306118786334991e-02
-2.586206896551723844e+01,5.172413793103459057e+00,-2.614036761224269867e-02
-1.551724137931034875e+01,5.172413793103459057e+00,-2.957194484770298004e-02
-5.172413793103430635e+00,5.172413793103459057e+00,-3.162126243114471436e-02
5.172413793103459057e+00,5.172413793103459057e+00,-3.162126243114471436e-02
1.551724137931034875e+01,5.172413793103459057e+00,-2.957194484770298004e-02
2.586206896551723844e+01,5.172413793103459057e+00,-2.613646723330020905e-02
3.620689655172412813e+01,5.172413793103459057e+00,-2.219305932521820068e-02
4.655172413793104624e+01,5.172413793103459057e+00,-1.840085349977016449e-02
5.689655172413793593e+01,5.172413793103459057e+00,-1.509456988424062729e-02
6.724137931034482563e+01,5.172413793103459057e+00,-1.236179098486900330e-02
7.758620689655174374e+01,5.172413793103459057e+00,-1.015469431877136230e-02
8.793103448275863343e+01,5.172413793103459057e+00,-8.389629423618316650e-03
9.827586206896552312e+01,5.172413793103459057e+00,-6.976629607379436493e-03
1.086206896551724412e+02,5.172413793103459057e+00,-5.840354599058628082e-03
1.189655172413793025e+02,5.172413793103459057e+00,-4.920241422951221466e-03
1.293103448275862206e+02,5.172413793103459057e+00,-4.169928841292858124e-03
1.396551724137931387e+02,5.172413793103459057e+00,-3.553976071998476982e-03
1.500000000000000000e+02,5.172413793103459057e+00,-3.045257180929183960e-03
-1.500000000000000000e+02,1.551724137931034875e+01,-3.013632725924253464e-03
-1.396551724137931103e+02,1.551724137931034875e+01,-3.513007424771785736e-03
-1.293103448275862206e+02,1.551724137931034875e+01,-4.116275347769260406e-03
-1.189655172413793025e+02,1.551724137931034875e+01,-4.849091637879610062e-03
-1.086206896551724128e+02,1.551724137931034875e+01,-5.744661670178174973e-03
-9.827586206896552312e+01,1.551724137931034875e+01,-6.845978554338216782e-03
-8.793103448275861922e+01,1.551724137931034875e+01,-8.208050392568111420e-03
-7.758620689655171532e+01,1.551724137931034875e+01,-9.897580370306968689e-03
-6.724137931034482563e+01,1.551724137931034875e+01,-1.199457421898841858e-02
-5.689655172413793593e+01,1.551724137931034875e+01,-1.456577610224485397e-02
-4.655172413793103203e+01,1.551724137931034875e+01,-1.763737574219703674e-02
-3.620689655172412813e+01,1.551724137931034875e+01,-2.110736444592475891e-02
-2.586206896551723844e+01,1.551724137931034875e+01,-2.467862144112586975e-02
-1.551724137931034875e+01,1.551724137931034875e+01,-2.776121161878108978e-02
-5.172413793103430635e+00,1.551724137931034875e+01,-2.957194484770298004e-02
5.172413793103459057e+00,1.551724137931034875e+01,-2.957194484770298004e-02
1.551724137931034875e+01,1.551724137931034875e+01,-2.776121161878108978e-02
2.586206896551723844e+01,1.551724137931034875e+01,-2.468875609338283539e-02
3.620689655172412813e+01,1.551724137931034875e+01,-2.110736630856990814e-02
4.655172413793104624e+01,1.551724137931034875e+01,-1.763117685914039612e-02
5.689655172413793593e+01,1.551724137931034875e+01,-1.456577610224485397e-02
6.724137931034482563e+01,1.551724137931034875e+01,-1.199239119887351990e-02
7.758620689655174374e+01,1.551724137931034875e+01,-9.898690506815910339e-03
8.793103448275863343e+01,1.551724137931034875e+01,-8.207546547055244446e-03
9.827586206896552312e+01,1.551724137931034875e+01,-6.845978554338216782e-03
1.086206896551724412e+02,1.551724137931034875e+01,-5.744600202888250351e-03
1.189655172413793025e+02,1.551724137931034875e+01,-4.849091637879610062e-03
1.293103448275862206e+02,1.551724137931034875e+01,-4.116275347769260406e-03
1.396551724137931387e+02,1.551724137931034875e+01,-3.513007424771785736e-03
1.500000000000000000e+02,1.551724137931034875e+01,-3.013632725924253464e-03
-1.500000000000000000e+02,2.586206896551723844e+01,-2.952010836452245712e-03
-1.396551724137931103e+02,2.586206896551723844e+01,-3.433428006246685982e-03
-1.293103448275862206e+02,2.586206896551723844e+01,-4.012419842183589935e-03
-1.189655172413793025e+02,2.586206896551723844e+01,-4.711976740509271622e-03
-1.086206896551724128e+02,2.586206896551723844e+01,-5.561279598623514175e-03
-9.827586206896552312e+01,2.586206896551723844e+01,-6.596886087208986282e-03
-8.793103448275861922e+01,2.586206896551723844e+01,-7.865318097174167633e-03
-7.758620689655171532e+01,2.586206896551723844e+01,-9.419711306691169739e-03
-6.724137931034482563e+01,2.586206896551723844e+01,-1.131430082023143768e-02
-5.689655172413793593e+01,2.586206896551723844e+01,-1.359743438661098480e-02
-4.655172413793103203e+01,2.586206896551723844e+01,-1.627493463456630707e-02
-3.620689655172412813e+01,2.586206896551723844e+01,-1.923064701259136200e-02
-2.586206896551723844e+01,2.586206896551723844e+01,-2.219435013830661774e-02
-1.551724137931034875e+01,2.586206896551723844e+01,-2.467861585319042206e-02
-5.172413793103430635e+00,2.586206896551723844e+01,-2.614036761224269867e-02
5.172413793103459057e+00,2.586206896551723844e+01,-2.614036761224269867e-02
1.551724137931034875e+01,2.586206896551723844e+01,-2.468875609338283539e-02
2.586206896551723844e+01,2.586206896551723844e+01,-2.218150906264781952e-02
3.620689655172412813e+01,2.586206896551723844e+01,-1.923064887523651123e-02
4.655172413793104624e+01,2.586206896551723844e+01,-1.627493463456630707e-02
5.689655172413793593e+01,2.586206896551723844e+01,-1.359743438661098480e-02
6.724137931034482563e+01,2.586206896551723844e+01,-1.131727918982505798e-02
7.758620689655174374e+01,2.586206896551723844e+01,-9.418185800313949585e-03
8.793103448275863343e+01,2.586206896551723844e+01,-7.865319028496742249e-03
9.827586206896552312e+01,2.586206896551723844e+01,-6.596887018531560898e-03
1.086206896551724412e+02,2.586206896551723844e+01,-5.561279598623514175e-03
1.189655172413793025e+02,2.586206896551723844e+01,-4.711986053735017776e-03
1.293103448275862206e+02,2.586206896551723844e+01,-4.012426361441612244e-03
1.396551724137931387e+02,2.586206896551723844e+01,-3.433422883972525597e-03
1.500000000000000000e+02,2.586206896551723844e+01,-2.952010836452245712e-03
-1.500000000000000000e+02,3.620689655172412813e+01,-2.863451372832059860e-03
-1.396551724137931103e+02,3.620689655172412813e+01,-3.319614799693226814e-03
-1.293103448275862206e+02,3.620689655172412813e+01,-3.864768426865339279e-03
-1.189655172413793025e+02,3.620689655172412813e+01,-4.518444184213876724e-03
-1.086206896551724128e+02,3.620689655172412813e+01,-5.304594524204730988e-03
-9.827586206896552312e+01,3.620689655172412813e+01,-6.252722814679145813e-03
-8.793103448275861922e+01,3.620689655172412813e+01,-7.396438159048557281e-03
-7.758620689655171532e+01,3.620689655172412813e+01,-8.774437941610813141e-03
-6.724137931034482563e+01,3.620689655172412813e+01,-1.042174641042947769e-02
-5.689655172413793593e+01,3.620689655172412813e+01,-1.236270181834697723e-02
-4.655172413793103203e+01,3.620689655172412813e+01,-1.455809734761714935e-02
-3.620689655172412813e+01,3.620689655172412813e+01,-1.692011952400207520e-02
-2.586206896551723844e+01,3.620689655172412813e+01,-1.923064701259136200e-02
-1.551724137931034875e+01,3.620689655172412813e+01,-2.111604250967502594e-02
-5.172413793103430635e+00,3.620689655172412813e+01,-2.218976058065891266e-02
5.172413793103459057e+00,3.620689655172412813e+01,-2.218976058065891266e-02
1.551724137931034875e+01,3.620689655172412813e+01,-2.110736630856990814e-02
2.586206896551723844e+01,3.620689655172412813e+01,-1.923064887523651123e-02
3.620689655172412813e+01,3.620689655172412813e+01,-1.693111285567283630e-02
4.655172413793104624e+01,3.620689655172412813e+01,-1.455809734761714935e-02
5.689655172413793593e+01,3.620689655172412813e+01,-1.236270181834697723e-02
6.724137931034482563e+01,3.620689655172412813e+01,-1.042174641042947769e-02
7.758620689655174374e+01,3.620689655172412813e+01,-8.776045404374599457e-03
8.793103448275863343e+01,3.620689655172412813e+01,-7.396437227725982666e-03
9.827586206896552312e+01,3.620689655172412813e+01,-6.252722814679145813e-03
1.086206896551724412e+02,3.620689655172412813e+01,-5.304594524204730988e-03
1.189655172413793025e+02,3.620689655172412813e+01,-4.518440924584865570e-03
1.293103448275862206e+02,3.620689655172412813e+01,-3.864768426865339279e-03
1.396551724137931387e+02,3.620689655172412813e+01,-3.319614799693226814e-03
1.500000000000000000e+02,3.620689655172412813e+01,-2.863451372832059860e-03
-1.500000000000000000e+02,4.655172413793104624e+01,-2.752100583165884018e-03
-1.396551724137931103e+02,4.655172413793104624e+01,-3.177429083734750748e-03
-1.293103448275862206e+02,4.655172413793104624e+01,-3.681761678308248520e-03
-1.189655172413793025e+02,4.655172413793104624e+01,-4.280766472220420837e-03
-1.086206896551724128e+02,4.655172413793104624e+01,-4.993101581931114197e-03
-9.827586206896552312e+01,4.655172413793104624e+01,-5.840046796947717667e-03
-8.793103448275861922e+01,4.655172413793104624e+01,-6.845972500741481781e-03
-7.758620689655171532e+01,4.655172413793104624e+01,-8.032083511352539062e-03
-6.724137931034482563e+01,4.655172413793104624e+01,-9.417231194674968719e-03
-5.689655172413793593e+01,4.655172413793104624e+01,-1.100495923310518265e-02
-4.655172413793103203e+01,4.655172413793104624e+01,-1.274549122899770737e-02
-3.620689655172412813e+01,4.655172413793104624e+01,-1.456631626933813095e-02
-2.586206896551723844e+01,4.655172413793104624e+01,-1.626674644649028778e-02
-1.551724137931034875e+01,4.655172413793104624e+01,-1.763737387955188751e-02
-5.172413793103430635e+00,4.655172413793104624e+01,-1.840085349977016449e-02
5.172413793103459057e+00,4.655172413793104624e+01,-1.840085349977016449e-02
1.551724137931034875e+01,4.655172413793104624e+01,-1.763737387955188751e-02
2.586206896551723844e+01,4.655172413793104624e+01,-1.626674644649028778e-02
3.620689655172412813e+01,4.655172413793104624e+01,-1.455809827893972397e-02
4.655172413793104624e+01,4.655172413793104624e+01,-1.274548936635255814e-02
5.689655172413793593e+01,4.655172413793104624e+01,-1.100033894181251526e-02
6.724137931034482563e+01,4.655172413793104624e+01,-9.419951587915420532e-03
7.758620689655174374e+01,4.655172413793104624e+01,-8.033497259020805359e-03
8.793103448275863343e+01,4.655172413793104624e+01,-6.845972500741481781e-03
9.827586206896552312e+01,4.655172413793104624e+01,-5.840046796947717667e-03
1.086206896551724412e+02,4.655172413793104624e+01,-4.993101581931114197e-03
1.189655172413793025e+02,4.655172413793104624e+01,-4.280766472220420837e-03
1.293103448275862206e+02,4.655172413793104624e+01,-3.681761678308248520e-03
1.396551724137931387e+02,4.655172413793104624e+01,-3.177437931299209595e-03
1.500000000000000000e+02,4.655172413793104624e+01,-2.752100815996527672e-03
-1.500000000000000000e+02,5.689655172413793593e+01,-2.622761065140366554e-03
-1.396551724137931103e+02,5.689655172413793593e+01,-3.013569395989179611e-03
-1.293103448275862206e+02,5.689655172413793593e+01,-3.472746349871158600e-03
-1.189655172413793025e+02,5.689655172413793593e+01,-4.012341611087322235e-03
-1.086206896551724128e+02,5.689655172413793593e+01,-4.645791836082935333e-03
-9.827586206896552312e+01,5.689655172413793593e+01,-5.387794692069292068e-03
-8.793103448275861922e+01,5.689655172413793593e+01,-6.252227351069450378e-03
-7.758620689655171532e+01,5.689655172413793593e+01,-7.251088041812181473e-03
-6.724137931034482563e+01,5.689655172413793593e+01,-8.390086703002452850e-03
-5.689655172413793593e+01,5.689655172413793593e+01,-9.654391556978225708e-03
-4.655172413793103203e+01,5.689655172413793593e+01,-1.100496016442775726e-02
-3.620689655172412813e+01,5.689655172413793593e+01,-1.235734391957521439e-02
-2.586206896551723844e+01,5.689655172413793593e+01,-1.360265538096427917e-02
-1.551724137931034875e+01,5.689655172413793593e+01,-1.456189714372158051e-02
-5.172413793103430635e+00,5.689655172413793593e+01,-1.509456802159547806e-02
5.172413793103459057e+00,5.689655172413793593e+01,-1.509456802159547806e-02
1.551724137931034875e+01,5.689655172413793593e+01,-1.456577796489000320e-02
2.586206896551723844e+01,5.689655172413793593e+01,-1.359743438661098480e-02
3.620689655172412813e+01,5.689655172413793593e+01,-1.236270181834697723e-02
4.655172413793104624e+01,5.689655172413793593e+01,-1.100496016442775726e-02
5.689655172413793593e+01,5.689655172413793593e+01,-9.654390625655651093e-03
6.724137931034482563e+01,5.689655172413793593e+01,-8.388018235564231873e-03
7.758620689655174374e+01,5.689655172413793593e+01,-7.251088041812181473e-03
8.793103448275863343e+01,5.689655172413793593e+01,-6.252226885408163071e-03
9.827586206896552312e+01,5.689655172413793593e+01,-5.387795157730579376e-03
1.086206896551724412e+02,5.689655172413793593e+01,-4.645791836082935333e-03
1.189655172413793025e+02,5.689655172413793593e+01,-4.012341611087322235e-03
1.293103448275862206e+02,5.689655172413793593e+01,-3.472746349871158600e-03
1.396551724137931387e+02,5.689655172413793593e+01,-3.013569395989179611e-03
1.500000000000000000e+02,5.689655172413793593e+01,-2.622761065140366554e-03
-1.500000000000000000e+02,6.724137931034482563e+01,-2.480453811585903168e-03
-1.396551724137931103e+02,6.724137931034482563e+01,-2.834875369444489479e-03
-1.293103448275862206e+02,6.724137931034482563e+01,-3.247168846428394318e-03
-1.189655172413793025e+02,6.724137931034482563e+01,-3.726028837263584137e-03
-1.086206896551724128e+02,6.724137931034482563e+01,-4.280688241124153137e-03
-9.827586206896552312e+01,6.724137931034482563e+01,-4.919994156807661057e-03
-8.793103448275861922e+01,6.724137931034482563e+01,-5.651560612022876740e-03
-7.758620689655171532e+01,6.724137931034482563e+01,-6.478709634393453598e-03
-6.724137931034482563e+01,6.724137931034482563e+01,-7.396003697067499161e-03
-5.689655172413793593e+01,6.724137931034482563e+01,-8.388018235564231873e-03
-4.655172413793103203e+01,6.724137931034482563e+01,-9.419951587915420532e-03
-3.620689655172412813e+01,6.724137931034482563e+01,-1.042485237121582031e-02
-2.586206896551723844e+01,6.724137931034482563e+01,-1.131430175155401230e-02
-1.551724137931034875e+01,6.724137931034482563e+01,-1.199239119887351990e-02
-5.172413793103430635e+00,6.724137931034482563e+01,-1.236098632216453552e-02
5.172413793103459057e+00,6.724137931034482563e+01,-1.236098818480968475e-02
1.551724137931034875e+01,6.724137931034482563e+01,-1.199238933622837067e-02
2.586206896551723844e+01,6.724137931034482563e+01,-1.131727918982505798e-02
3.620689655172412813e+01,6.724137931034482563e+01,-1.042174547910690308e-02
4.655172413793104624e+01,6.724137931034482563e+01,-9.417230263352394104e-03
5.689655172413793593e+01,6.724137931034482563e+01,-8.388018235564231873e-03
6.724137931034482563e+01,6.724137931034482563e+01,-7.397386711090803146e-03
7.758620689655174374e+01,6.724137931034482563e+01,-6.478709634393453598e-03
8.793103448275863343e+01,6.724137931034482563e+01,-5.651277024298906326e-03
9.827586206896552312e+01,6.724137931034482563e+01,-4.919994156807661057e-03
1.086206896551724412e+02,6.724137931034482563e+01,-4.280688241124153137e-03
1.189655172413793025e+02,6.724137931034482563e+01,-3.726060502231121063e-03
1.293103448275862206e+02,6.724137931034482563e+01,-3.247168846428394318e-03
1.396551724137931387e+02,6.724137931034482563e+01,-2.834875369444489479e-03
1.500000000000000000e+02,6.724137931034482563e+01,-2.480453811585903168e-03
-1.500000000000000000e+02,7.758620689655174374e+01,-2.330034738406538963e-03
-1.396551724137931103e+02,7.758620689655174374e+01,-2.647777786478400230e-03
-1.293103448275862206e+02,7.758620689655174374e+01,-3.013519337400794029e-03
-1.189655172413793025e+02,7.758620689655174374e+01,-3.433324396610260010e-03
-1.086206896551724128e+02,7.758620689655174374e+01,-3.912797663360834122e-03
-9.827586206896552312e+01,7.758620689655174374e+01,-4.456805996596813202e-03
-8.793103448275861922e+01,7.758620689655174374e+01,-5.067758727818727493e-03
-7.758620689655171532e+01,7.758620689655174374e+01,-5.744207184761762619e-03
-6.724137931034482563e+01,7.758620689655174374e+01,-6.478010211139917374e-03
-5.689655172413793593e+01,7.758620689655174374e+01,-7.252160925418138504e-03
-4.655172413793103203e+01,7.758620689655174374e+01,-8.032083511352539062e-03
-3.620689655172412813e+01,7.758620689655174374e+01,-8.774437941610813141e-03
-2.586206896551723844e+01,7.758620689655174374e+01,-9.419711306691169739e-03
-1.551724137931034875e+01,7.758620689655174374e+01,-9.898690506815910339e-03
-5.172413793103430635e+00,7.758620689655174374e+01,-1.015510037541389465e-02
5.172413793103459057e+00,7.758620689655174374e+01,-1.015510130673646927e-02
1.551724137931034875e+01,7.758620689655174374e+01,-9.898691438138484955e-03
2.586206896551723844e+01,7.758620689655174374e+01,-9.418184868991374969e-03
3.620689655172412813e+01,7.758620689655174374e+01,-8.776044473052024841e-03
4.655172413793104624e+01,7.758620689655174374e+01,-8.032083511352539062e-03
5.689655172413793593e+01,7.758620689655174374e+01,-7.252160925418138504e-03
6.724137931034482563e+01,7.758620689655174374e+01,-6.478009745478630066e-03
7.758620689655174374e+01,7.758620689655174374e+01,-5.744585767388343811e-03
8.793103448275863343e+01,7.758620689655174374e+01,-5.067758727818727493e-03
9.827586206896552312e+01,7.758620689655174374e+01,-4.456805996596813202e-03
1.086206896551724412e+02,7.758620689655174374e+01,-3.912836778908967972e-03
1.189655172413793025e+02,7.758620689655174374e+01,-3.433324396610260010e-03
1.293103448275862206e+02,7.758620689655174374e+01,-3.013544250279664993e-03
1.396551724137931387e+02,7.758620689655174374e+01,-2.647777786478400230e-03
1.500000000000000000e+02,7.758620689655174374e+01,-2.330034738406538963e-03
-1.500000000000000000e+02,8.793103448275863343e+01,-2.175907138735055923e-03
-1.396551724137931103e+02,8.793103448275863343e+01,-2.457958646118640900e-03
-1.293103448275862206e+02,8.793103448275863343e+01,-2.779191592708230019e-03
-1.189655172413793025e+02,8.793103448275863343e+01,-3.143377834931015968e-03
-1.086206896551724128e+02,8.793103448275863343e+01,-3.553830552846193314e-03
-9.827586206896552312e+01,8.793103448275863343e+01,-4.012269433587789536e-03
-8.793103448275861922e+01,8.793103448275863343e+01,-4.518290981650352478e-03
-7.758620689655171532e+01,8.793103448275863343e+01,-5.067758262157440186e-03
-6.724137931034482563e+01,8.793103448275863343e+01,-5.651560612022876740e-03
-5.689655172413793593e+01,8.793103448275863343e+01,-6.252227351069450378e-03
-4.655172413793103203e+01,8.793103448275863343e+01,-6.845335941761732101e-03
-3.620689655172412813e+01,8.793103448275863343e+01,-7.396438624709844589e-03
-2.586206896551723844e+01,8.793103448275863343e+01,-7.865318097174167633e-03
-1.551724137931034875e+01,8.793103448275863343e+01,-8.207546547055244446e-03
-5.172413793103430635e+00,8.793103448275863343e+01,-8.389445021748542786e-03
5.172413793103459057e+00,8.793103448275863343e+01,-8.389445953071117401e-03
1.551724137931034875e+01,8.793103448275863343e+01,-8.207546547055244446e-03
2.586206896551723844e+01,8.793103448275863343e+01,-7.865318097174167633e-03
3.620689655172412813e+01,8.793103448275863343e+01,-7.396438624709844589e-03
4.655172413793104624e+01,8.793103448275863343e+01,-6.845335941761732101e-03
5.689655172413793593e+01,8.793103448275863343e+01,-6.252694875001907349e-03
6.724137931034482563e+01,8.793103448275863343e+01,-5.651277489960193634e-03
7.758620689655174374e+01,8.793103448275863343e+01,-5.067758727818727493e-03
8.793103448275863343e+01,8.793103448275863343e+01,-4.518290981650352478e-03
9.827586206896552312e+01,8.793103448275863343e+01,-4.012269433587789536e-03
1.086206896551724412e+02,8.793103448275863343e+01,-3.553775837644934654e-03
1.189655172413793025e+02,8.793103448275863343e+01,-3.143377834931015968e-03
1.293103448275862206e+02,8.793103448275863343e+01,-2.779167378321290016e-03
1.396551724137931387e+02,8.793103448275863343e+01,-2.457968425005674362e-03
1.500000000000000000e+02,8.793103448275863343e+01,-2.175907138735055923e-03
-1.500000000000000000e+02,9.827586206896552312e+01,-2.021838445216417313e-03
-1.396551724137931103e+02,9.827586206896552312e+01,-2.270143013447523117e-03
-1.293103448275862206e+02,9.827586206896552312e+01,-2.549913479015231133e-03
-1.189655172413793025e+02,9.827586206896552312e+01,-2.863329136744141579e-03
-1.086206896551724128e+02,9.827586206896552312e+01,-3.211923176422715187e-03
-9.827586206896552312e+01,9.827586206896552312e+01,-3.595593152567744255e-03
-8.793103448275861922e+01,9.827586206896552312e+01,-4.012268502265214920e-03
-7.758620689655171532e+01,9.827586206896552312e+01,-4.456805996596813202e-03
-6.724137931034482563e+01,9.827586206896552312e+01,-4.919994156807661057e-03
-5.689655172413793593e+01,9.827586206896552312e+01,-5.387795157730579376e-03
-4.655172413793103203e+01,9.827586206896552312e+01,-5.840277764946222305e-03
-3.620689655172412813e+01,9.827586206896552312e+01,-6.252722814679145813e-03
