x,y,gz_mGal
-7.758620689655171532e+01,-8.793103448275861922e+01,-5.067883990705013275e-03
-6.724137931034482563e+01,-8.793103448275861922e+01,-5.651561077684164047e-03
-5.689655172413793593e+01,-8.793103448275861922e+01,-6.252226885408163071e-03
-4.655172413793103203e+01,-8.793103448275861922e+01,-6.845972500741481781e-03
-3.620689655172412813e+01,-8.793103448275861922e+01,-7.396437227725982666e-03
-2.586206896551723844e+01,-8.793103448275861922e+01,-7.864623330533504486e-03
-1.551724137931034875e+01,-8.793103448275861922e+01,-8.207546547055244446e-03
-5.172413793103430635e+00,-8.793103448275861922e+01,-8.389629423618316650e-03
5.172413793103459057e+00,-8.793103448275861922e+01,-8.389445021748542786e-03
1.551724137931034875e+01,-8.793103448275861922e+01,-8.208052255213260651e-03
2.586206896551723844e+01,-8.793103448275861922e+01,-7.864623330533504486e-03
3.620689655172412813e+01,-8.793103448275861922e+01,-7.397168315947055817e-03
4.655172413793104624e+01,-8.793103448275861922e+01,-6.845972035080194473e-03
5.689655172413793593e+01,-8.793103448275861922e+01,-6.252226885408163071e-03
6.724137931034482563e+01,-8.793103448275861922e+01,-5.651561077684164047e-03
7.758620689655174374e+01,-8.793103448275861922e+01,-5.067883990705013275e-03
8.793103448275863343e+01,-8.793103448275861922e+01,-4.518290981650352478e-03
9.827586206896552312e+01,-8.793103448275861922e+01,-4.012268967926502228e-03
1.086206896551724412e+02,-8.793103448275861922e+01,-3.553776303306221962e-03
1.189655172413793025e+02,-8.793103448275861922e+01,-3.143419744446873665e-03
1.293103448275862206e+02,-8.793103448275861922e+01,-2.779167378321290016e-03
1.396551724137931387e+02,-8.793103448275861922e+01,-2.457958878949284554e-03
1.500000000000000000e+02,-8.793103448275861922e+01,-2.175907138735055923e-03
-1.500000000000000000e+02,-7.758620689655171532e+01,-2.330034738406538963e-03
-1.396551724137931103e+02,-7.758620689655171532e+01,-2.647767541930079460e-03
-1.293103448275862206e+02,-7.758620689655171532e+01,-3.013519104570150375e-03
-1.189655172413793025e+02,-7.758620689655171532e+01,-3.433324629440903664e-03
-1.086206896551724128e+02,-7.758620689655171532e+01,-3.912797663360834122e-03
-9.827586206896552312e+01,-7.758620689655171532e+01,-4.456805996596813202e-03
-8.793103448275861922e+01,-7.758620689655171532e+01,-5.067758262157440186e-03
-7.758620689655171532e+01,-7.758620689655171532e+01,-5.744585767388343811e-03
-6.724137931034482563e+01,-7.758620689655171532e+01,-6.478010211139917374e-03
-5.689655172413793593e+01,-7.758620689655171532e+01,-7.252160925418138504e-03
-4.655172413793103203e+01,-7.758620689655171532e+01,-8.032083511352539062e-03
-3.620689655172412813e+01,-7.758620689655171532e+01,-8.776045404374599457e-03
-2.586206896551723844e+01,-7.758620689655171532e+01,-9.419711306691169739e-03
-1.551724137931034875e+01,-7.758620689655171532e+01,-9.897581301629543304e-03
-5.172413793103430635e+00,-7.758620689655171532e+01,-1.015510130673646927e-02
5.172413793103459057e+00,-7.758620689655171532e+01,-1.015510130673646927e-02
1.551724137931034875e+01,-7.758620689655171532e+01,-9.897580370306968689e-03
2.586206896551723844e+01,-7.758620689655171532e+01,-9.418184868991374969e-03
3.620689655172412813e+01,-7.758620689655171532e+01,-8.776045404374599457e-03
4.655172413793104624e+01,-7.758620689655171532e+01,-8.033497259020805359e-03
5.689655172413793593e+01,-7.758620689655171532e+01,-7.252160925418138504e-03
6.724137931034482563e+01,-7.758620689655171532e+01,-6.478010211139917374e-03
7.758620689655174374e+01,-7.758620689655171532e+01,-5.744207184761762619e-03
8.793103448275863343e+01,-7.758620689655171532e+01,-5.067758262157440186e-03
9.827586206896552312e+01,-7.758620689655171532e+01,-4.456805996596813202e-03
1.086206896551724412e+02,-7.758620689655171532e+01,-3.912836778908967972e-03
1.189655172413793025e+02,-7.758620689655171532e+01,-3.433285048231482506e-03
1.293103448275862206e+02,-7.758620689655171532e+01,-3.013544715940952301e-03
1.396551724137931387e+02,-7.758620689655171532e+01,-2.647767309099435806e-03
1.500000000000000000e+02,-7.758620689655171532e+01,-2.330034738406538963e-03
-1.500000000000000000e+02,-6.724137931034482563e+01,-2.480453811585903168e-03
-1.396551724137931103e+02,-6.724137931034482563e+01,-2.834864892065525055e-03
-1.293103448275862206e+02,-6.724137931034482563e+01,-3.247168846428394318e-03
-1.189655172413793025e+02,-6.724137931034482563e+01,-3.726028604432940483e-03
-1.086206896551724128e+02,-6.724137931034482563e+01,-4.280688241124153137e-03
-9.827586206896552312e+01,-6.724137931034482563e+01,-4.919994622468948364e-03
-8.793103448275861922e+01,-6.724137931034482563e+01,-5.651560612022876740e-03
-7.758620689655171532e+01,-6.724137931034482563e+01,-6.478009745478630066e-03
-6.724137931034482563e+01,-6.724137931034482563e+01,-7.397386711090803146e-03
-5.689655172413793593e+01,-6.724137931034482563e+01,-8.388018235564231873e-03
-4.655172413793103203e+01,-6.724137931034482563e+01,-9.419951587915420532e-03
-3.620689655172412813e+01,-6.724137931034482563e+01,-1.042174547910690308e-02
-2.586206896551723844e+01,-6.724137931034482563e+01,-1.131727825850248337e-02
-1.551724137931034875e+01,-6.724137931034482563e+01,-1.199457235634326935e-02
-5.172413793103430635e+00,-6.724137931034482563e+01,-1.236098818480968475e-02
5.172413793103459057e+00,-6.724137931034482563e+01,-1.236098818480968475e-02
1.551724137931034875e+01,-6.724137931034482563e+01,-1.199239119887351990e-02
2.586206896551723844e+01,-6.724137931034482563e+01,-1.131727918982505798e-02
3.620689655172412813e+01,-6.724137931034482563e+01,-1.042174454778432846e-02
4.655172413793104624e+01,-6.724137931034482563e+01,-9.419951587915420532e-03
5.689655172413793593e+01,-6.724137931034482563e+01,-8.388018235564231873e-03
6.724137931034482563e+01,-6.724137931034482563e+01,-7.397386711090803146e-03
7.758620689655174374e+01,-6.724137931034482563e+01,-6.478710100054740906e-03
8.793103448275863343e+01,-6.724137931034482563e+01,-5.651561077684164047e-03
9.827586206896552312e+01,-6.724137931034482563e+01,-4.919994156807661057e-03
1.086206896551724412e+02,-6.724137931034482563e+01,-4.280701745301485062e-03
1.189655172413793025e+02,-6.724137931034482563e+01,-3.726028604432940483e-03
1.293103448275862206e+02,-6.724137931034482563e+01,-3.247144864872097969e-03
1.396551724137931387e+02,-6.724137931034482563e+01,-2.834875369444489479e-03
1.500000000000000000e+02,-6.724137931034482563e+01,-2.480453811585903168e-03
-1.500000000000000000e+02,-5.689655172413793593e+01,-2.622761065140366554e-03
-1.396551724137931103e+02,-5.689655172413793593e+01,-3.013579174876213074e-03
-1.293103448275862206e+02,-5.689655172413793593e+01,-3.472746349871158600e-03
-1.189655172413793025e+02,-5.689655172413793593e+01,-4.012341611087322235e-03
-1.086206896551724128e+02,-5.689655172413793593e+01,-4.645791836082935333e-03
-9.827586206896552312e+01,-5.689655172413793593e+01,-5.387795157730579376e-03
-8.793103448275861922e+01,-5.689655172413793593e+01,-6.252694875001907349e-03
-7.758620689655171532e+01,-5.689655172413793593e+01,-7.251088507473468781e-03
-6.724137931034482563e+01,-5.689655172413793593e+01,-8.390086703002452850e-03
-5.689655172413793593e+01,-5.689655172413793593e+01,-9.650910273194313049e-03
-4.655172413793103203e+01,-5.689655172413793593e+01,-1.100033987313508987e-02
-3.620689655172412813e+01,-5.689655172413793593e+01,-1.236270181834697723e-02
-2.586206896551723844e+01,-5.689655172413793593e+01,-1.359743438661098480e-02
-1.551724137931034875e+01,-5.689655172413793593e+01,-1.456189714372158051e-02
-5.172413793103430635e+00,-5.689655172413793593e+01,-1.509601157158613205e-02
5.172413793103459057e+00,-5.689655172413793593e+01,-1.509601157158613205e-02
1.551724137931034875e+01,-5.689655172413793593e+01,-1.456189714372158051e-02
2.586206896551723844e+01,-5.689655172413793593e+01,-1.360265724360942841e-02
3.620689655172412813e+01,-5.689655172413793593e+01,-1.236270181834697723e-02
4.655172413793104624e+01,-5.689655172413793593e+01,-1.100033987313508987e-02
5.689655172413793593e+01,-5.689655172413793593e+01,-9.654391556978225708e-03
6.724137931034482563e+01,-5.689655172413793593e+01,-8.388018235564231873e-03
7.758620689655174374e+01,-5.689655172413793593e+01,-7.251088041812181473e-03
8.793103448275863343e+01,-5.689655172413793593e+01,-6.252694875001907349e-03
9.827586206896552312e+01,-5.689655172413793593e+01,-5.387795157730579376e-03
1.086206896551724412e+02,-5.689655172413793593e+01,-4.645811859518289566e-03
1.189655172413793025e+02,-5.689655172413793593e+01,-4.012341611087322235e-03
1.293103448275862206e+02,-5.689655172413793593e+01,-3.472746349871158600e-03
1.396551724137931387e+02,-5.689655172413793593e+01,-3.013579174876213074e-03
1.500000000000000000e+02,-5.689655172413793593e+01,-2.622761065140366554e-03
-1.500000000000000000e+02,-4.655172413793103203e+01,-2.752100815996527672e-03
-1.396551724137931103e+02,-4.655172413793103203e+01,-3.177429549396038055e-03
-1.293103448275862206e+02,-4.655172413793103203e+01,-3.681761678308248520e-03
-1.189655172413793025e+02,-4.655172413793103203e+01,-4.280766472220420837e-03
-1.086206896551724128e+02,-4.655172413793103203e+01,-4.993048962205648422e-03
-9.827586206896552312e+01,-4.655172413793103203e+01,-5.840046796947717667e-03
-8.793103448275861922e+01,-4.655172413793103203e+01,-6.845335941761732101e-03
-7.758620689655171532e+01,-4.655172413793103203e+01,-8.033498190343379974e-03
-6.724137931034482563e+01,-4.655172413793103203e+01,-9.417230263352394104e-03
-5.689655172413793593e+01,-4.655172413793103203e+01,-1.100495923310518265e-02
-4.655172413793103203e+01,-4.655172413793103203e+01,-1.274549122899770737e-02
-3.620689655172412813e+01,-4.655172413793103203e+01,-1.456631626933813095e-02
-2.586206896551723844e+01,-4.655172413793103203e+01,-1.626674830913543701e-02
-1.551724137931034875e+01,-4.655172413793103203e+01,-1.763737574219703674e-02
-5.172413793103430635e+00,-4.655172413793103203e+01,-1.839852333068847656e-02
5.172413793103459057e+00,-4.655172413793103203e+01,-1.840085349977016449e-02
1.551724137931034875e+01,-4.655172413793103203e+01,-1.763737574219703674e-02
2.586206896551723844e+01,-4.655172413793103203e+01,-1.626674458384513855e-02
3.620689655172412813e+01,-4.655172413793103203e+01,-1.456631626933813095e-02
4.655172413793104624e+01,-4.655172413793103203e+01,-1.274548936635255814e-02
5.689655172413793593e+01,-4.655172413793103203e+01,-1.100496016442775726e-02
6.724137931034482563e+01,-4.655172413793103203e+01,-9.417230263352394104e-03
7.758620689655174374e+01,-4.655172413793103203e+01,-8.032083511352539062e-03
8.793103448275863343e+01,-4.655172413793103203e+01,-6.845972500741481781e-03
9.827586206896552312e+01,-4.655172413793103203e+01,-5.840277299284934998e-03
1.086206896551724412e+02,-4.655172413793103203e+01,-4.993101581931114197e-03
1.189655172413793025e+02,-4.655172413793103203e+01,-4.280766006559133530e-03
1.293103448275862206e+02,-4.655172413793103203e+01,-3.681761678308248520e-03
1.396551724137931387e+02,-4.655172413793103203e+01,-3.177429549396038055e-03
1.500000000000000000e+02,-4.655172413793103203e+01,-2.752100815996527672e-03
-1.500000000000000000e+02,-3.620689655172412813e+01,-2.863451140001416206e-03
-1.396551724137931103e+02,-3.620689655172412813e+01,-3.319607349112629890e-03
-1.293103448275862206e+02,-3.620689655172412813e+01,-3.864780068397521973e-03
-1.189655172413793025e+02,-3.620689655172412813e+01,-4.518440924584865570e-03
-1.086206896551724128e+02,-3.620689655172412813e+01,-5.304669961333274841e-03
-9.827586206896552312e+01,-3.620689655172412813e+01,-6.252444814890623093e-03
-8.793103448275861922e+01,-3.620689655172412813e+01,-7.396438624709844589e-03
-7.758620689655171532e+01,-3.620689655172412813e+01,-8.774437941610813141e-03
-6.724137931034482563e+01,-3.620689655172412813e+01,-1.042485237121582031e-02
-5.689655172413793593e+01,-3.620689655172412813e+01,-1.236270181834697723e-02
-4.655172413793103203e+01,-3.620689655172412813e+01,-1.455810014158487320e-02
-3.620689655172412813e+01,-3.620689655172412813e+01,-1.692012138664722443e-02
-2.586206896551723844e+01,-3.620689655172412813e+01,-1.923064887523651123e-02
-1.551724137931034875e+01,-3.620689655172412813e+01,-2.110736630856990814e-02
-5.172413793103430635e+00,-3.620689655172412813e+01,-2.219306118786334991e-02
5.172413793103459057e+00,-3.620689655172412813e+01,-2.219306118786334991e-02
1.551724137931034875e+01,-3.620689655172412813e+01,-2.111604250967502594e-02
2.586206896551723844e+01,-3.620689655172412813e+01,-1.923064887523651123e-02
3.620689655172412813e+01,-3.620689655172412813e+01,-1.692011952400207520e-02
4.655172413793104624e+01,-3.620689655172412813e+01,-1.456631626933813095e-02
5.689655172413793593e+01,-3.620689655172412813e+01,-1.235734391957521439e-02
6.724137931034482563e+01,-3.620689655172412813e+01,-1.042485237121582031e-02
7.758620689655174374e+01,-3.620689655172412813e+01,-8.776045404374599457e-03
8.793103448275863343e+01,-3.620689655172412813e+01,-7.396438624709844589e-03
9.827586206896552312e+01,-3.620689655172412813e+01,-6.252722814679145813e-03
1.086206896551724412e+02,-3.620689655172412813e+01,-5.304594524204730988e-03
1.189655172413793025e+02,-3.620689655172412813e+01,-4.518444184213876724e-03
1.293103448275862206e+02,-3.620689655172412813e+01,-3.864779835566878319e-03
1.396551724137931387e+02,-3.620689655172412813e+01,-3.319608047604560852e-03
1.500000000000000000e+02,-3.620689655172412813e+01,-2.863451372832059860e-03
-1.500000000000000000e+02,-2.586206896551723844e+01,-2.952010836452245712e-03
-1.396551724137931103e+02,-2.586206896551723844e+01,-3.433427773416042328e-03
