X,Y,Z,formation
4740700.829,2052821.924,-2835.572096,Capa_M
4740700.829,2053181.247,-2615.988065,Capa_M
4740700.829,2053447.626,-2239.345874,Capa_M
4740700.829,2053548.829,-1854.897762,Capa_M
4740700.829,2053587.9,-1228.423887,Capa_M
4740700.829,2053587.9,-620.5784513,Capa_M
4740700.829,2053368.992,-36.7676406,Capa_M
4740700.829,2052834.108,498.126346,Capa_M
4740700.829,2052628.959,703.275297,Capa_M
4740700.829,2052267.535,1064.699826,Capa_M
4740700.829,2051637.423,1585.860481,Capa_M
4740024.729,2051291,1999.946057,Capa_M
4740003.429,2051291,1373.071816,Capa_M
4739966.967,2051291,783.736317,Capa_M
4739949.646,2051291,503.789375,Capa_M
4739915.789,2051291,-43.4412513,Capa_M
4739878.495,2051291,-646.2201805,Capa_M
4739909.56,2051291,-1191.567354,Capa_M
4739988.323,2051291,-1787.753381,Capa_M
4740285.302,2051291,-2446.949173,Capa_M
4741210.826,2051291,-2354.623308,Capa_M
4741398.455,2051291,-2029.200671,Capa_M
4741487.2,2051291,-1593.490164,Capa_M
4741517.057,2051291,-1254.824827,Capa_M
4741564.137,2051291,-838.881825,Capa_M
4741505.813,2051291,-526.1977978,Capa_M
4741399.269,2051291,-138.7438113,Capa_M
4741347.501,2051291,141.9223734,Capa_M
4741347.501,2051291,530.333833,Capa_M
4741347.501,2051291,882.781207,Capa_M
4741288.888,2051291,1257.816839,Capa_M
4741200.27,2051291,1631.986957,Capa_M
4741086.5,2051291,1982.677015,Capa_M
4740700.829,2051560.544,1643.669036,Capa_2
4740700.829,2052287.636,1504.512256,Capa_2
4740700.829,2053158.67,1504.512256,Capa_2
4740700.829,2054127.002,1443.113615,Capa_2
4740700.829,2054947.626,1232.225208,Capa_2
4740700.829,2055562.948,1007.704809,Capa_2
4740700.829,2056030.447,735.583232,Capa_2
4740700.829,2056514.249,685.187105,Capa_2
4740700.829,2057054.281,628.933714,Capa_2
4740700.829,2057518.942,580.531381,Capa_2
4740700.829,2058091.188,562.193937,Capa_2
4740700.829,2058746.263,562.193937,Capa_2
4740700.829,2059276.519,615.428596,Capa_2
4740700.829,2059846.304,686.652852,Capa_2
4740700.829,2060310.621,1068.484216,Capa_2
4738301.623,2054372,3055.240085,Capa_2
4738667.787,2054372,2802.786901,Capa_2
4739045.904,2054372,2452.405065,Capa_2
4739369.2,2054372,2056.207649,Capa_2
4739928.209,2054372,1774.874976,Capa_2
4740563.005,2054372,1774.874976,Capa_2
4741007.584,2054372,1852.852555,Capa_2
4741565.155,2054372,1955.286906,Capa_2
4742077.7,2054372,2013.316522,Capa_2
4742606.1,2054372,2022.206042,Capa_2
4743231.401,2054372,2132.176174,Capa_2
4734703.466,2054372,2573.12722,Conducto_C
4734703.466,2054372,2136.421683,Conducto_C
4734491.152,2054372,1774.222693,Conducto_C
4734145.571,2054372,1186.251225,Conducto_C
4733955.924,2054372,866.205609,Conducto_C
4733776.025,2054372,530.252505,Conducto_C
4733577.86,2054372,150.4445796,Conducto_C
4733459.12,2054372,-335.1168098,Conducto_C
4733454.399,2054372,-803.0094232,Conducto_C
4733497.313,2054372,-1195.39117,Conducto_C
4733556.039,2054372,-1581.345356,Conducto_C
4733791.139,2054372,-1941.159311,Conducto_C
4734072.417,2054372,-2331.29676,Conducto_C
4734413.948,2054372,-2606.110695,Conducto_C
4734702.251,2054372,-2778.896024,Conducto_C
4735079.1,2054372,-2904.800462,Conducto_C
4735576.108,2054372,-2955.616402,Conducto_C
4735863.651,2054372,-2955.616402,Conducto_C
4736183.999,2054372,-2851.726311,Conducto_C
4736422.565,2054372,-2685.388539,Conducto_C
4736734.345,2054372,-2511.333157,Conducto_C
4737002.259,2054372,-2372.751394,Conducto_C
4737153.812,2054372,-2190.783847,Conducto_C
4737280.963,2054372,-1872.91903,Conducto_C
4737374.232,2054372,-1532.842943,Conducto_C
4737426.835,2054372,-1243.504046,Conducto_C
4737441.64,2054372,-775.9707769,Conducto_C
4737441.64,2054372,-434.8526735,Conducto_C
4737327.76,2054372,-130.1824374,Conducto_C
4737202.791,2054372,194.7247768,Conducto_C
4737034.544,2054372,593.649062,Conducto_C
4736890.802,2054372,933.571207,Conducto_C
4736761.515,2054372,1202.948399,Conducto_C
4736679.09,2054372,1374.648712,Conducto_C
4736576.021,2054372,1737.307156,Conducto_C
4736576.021,2054372,2063.909575,Conducto_C
4736576.021,2054372,2332.449357,Conducto_C
4736499.67,2054372,2653.109158,Conducto_C
4736430.078,2054372,2867.64615,Conducto_C
4735125,2053291.338,2731.848141,Conducto_C
4735125,2053330.86,2264.451275,Conducto_C
4735125,2053261.293,1702.229429,Conducto_C
4735125,2053191.727,1048.760403,Conducto_C
4735125,2053117.93,386.4202848,Conducto_C
4735125,2053040.157,-396.1419622,Conducto_C
4735125,2053072.712,-1095.296894,Conducto_C
4735125,2053185.673,-1790.379176,Conducto_C
4735125,2053504.606,-2386.439566,Conducto_C
4735125,2053790.784,-2775.620422,Conducto_C
4735125,2054130.287,-3044.29026,Conducto_C
4735125,2054722.313,-3208.398512,Conducto_C
4735125,2055180.21,-3251.210633,Conducto_C
4735125,2055746.709,-3220.17,Conducto_C
4735125,2056278.458,-3112.066941,Conducto_C
4735125,2056480.775,-3018.860825,Conducto_C
4735125,2056685.278,-2781.733624,Conducto_C
4735125,2056736.843,-2508.955892,Conducto_C
4735125,2056810.604,-2135.910565,Conducto_C
4735125,2056703.456,-1710.397784,Conducto_C
4735125,2056527.341,-1343.490733,Conducto_C
4735125,2056387.331,-965.3159664,Conducto_C
4735125,2056292.494,-491.1164404,Conducto_C
4735125,2056252.675,-88.5578396,Conducto_C
4735125,2056172.076,324.3004825,Conducto_C
4735125,2056175.379,874.819791,Conducto_C
4735125,2056202.021,1325.269613,Conducto_C
4735125,2056272.376,1677.014009,Conducto_C
4735125,2056421.207,2121.0566,Conducto_C
