x,y,dpred_nT
-8.793103448275861922e+01,-2.586206896551723844e+01,2.753204514010955339e+00
-7.758620689655171532e+01,-2.586206896551723844e+01,4.579870736181869795e+00
-6.724137931034482563e+01,-2.586206896551723844e+01,7.251795280278909850e+00
-5.689655172413793593e+01,-2.586206896551723844e+01,1.107801445361689119e+01
-4.655172413793103203e+01,-2.586206896551723844e+01,1.635743609150494038e+01
-3.620689655172412813e+01,-2.586206896551723844e+01,2.315560843243212830e+01
-2.586206896551723844e+01,-2.586206896551723844e+01,3.092385025837453938e+01
-1.551724137931034875e+01,-2.586206896551723844e+01,3.824083799129750361e+01
-5.172413793103430635e+00,-2.586206896551723844e+01,4.278317343986524435e+01
5.172413793103459057e+00,-2.586206896551723844e+01,4.278317343986525145e+01
1.551724137931034875e+01,-2.586206896551723844e+01,3.824083799129750361e+01
2.586206896551723844e+01,-2.586206896551723844e+01,3.092385025837453583e+01
3.620689655172412813e+01,-2.586206896551723844e+01,2.314063917945877691e+01
4.655172413793104624e+01,-2.586206896551723844e+01,1.635743609150493683e+01
5.689655172413793593e+01,-2.586206896551723844e+01,1.107801445361689296e+01
6.724137931034482563e+01,-2.586206896551723844e+01,7.251795280278909850e+00
7.758620689655174374e+01,-2.586206896551723844e+01,4.579870736181863577e+00
8.793103448275863343e+01,-2.586206896551723844e+01,2.753204514010952675e+00
9.827586206896552312e+01,-2.586206896551723844e+01,1.520370229626678560e+00
1.086206896551724412e+02,-2.586206896551723844e+01,6.940973759126830567e-01
1.189655172413793025e+02,-2.586206896551723844e+01,1.487066371591405367e-01
1.293103448275862206e+02,-2.586206896551723844e+01,-2.049330120568677582e-01
1.396551724137931387e+02,-2.586206896551723844e+01,-4.271547622995529037e-01
1.500000000000000000e+02,-2.586206896551723844e+01,-5.596310832633094590e-01
-1.500000000000000000e+02,-1.551724137931034875e+01,-5.454426741230169462e-01
-1.396551724137931103e+02,-1.551724137931034875e+01,-4.005449075392120140e-01
-1.293103448275862206e+02,-1.551724137931034875e+01,-1.579899024311369193e-01
-1.189655172413793025e+02,-1.551724137931034875e+01,2.285448692664221737e-01
-1.086206896551724128e+02,-1.551724137931034875e+01,8.280614768212264387e-01
-9.827586206896552312e+01,-1.551724137931034875e+01,1.743839386287006077e+00
-8.793103448275861922e+01,-1.551724137931034875e+01,3.128990541354264909e+00
-7.758620689655171532e+01,-1.551724137931034875e+01,5.211786466852909250e+00
-6.724137931034482563e+01,-1.551724137931034875e+01,8.322826228090191236e+00
-5.689655172413793593e+01,-1.551724137931034875e+01,1.289243090517298818e+01
-4.655172413793103203e+01,-1.551724137931034875e+01,1.938192638645504218e+01
-3.620689655172412813e+01,-1.551724137931034875e+01,2.801739609180899748e+01
-2.586206896551723844e+01,-1.551724137931034875e+01,3.821956716741571825e+01
-1.551724137931034875e+01,-1.551724137931034875e+01,4.808262163125025523e+01
-5.172413793103430635e+00,-1.551724137931034875e+01,5.433352480224647252e+01
5.172413793103459057e+00,-1.551724137931034875e+01,5.432431605737473035e+01
1.551724137931034875e+01,-1.551724137931034875e+01,4.808262163125024102e+01
2.586206896551723844e+01,-1.551724137931034875e+01,3.821956716741572535e+01
3.620689655172412813e+01,-1.551724137931034875e+01,2.800335808128205173e+01
4.655172413793104624e+01,-1.551724137931034875e+01,1.938192638645502797e+01
5.689655172413793593e+01,-1.551724137931034875e+01,1.289243090517298995e+01
6.724137931034482563e+01,-1.551724137931034875e+01,8.322826228090191236e+00
7.758620689655174374e+01,-1.551724137931034875e+01,5.211786466852901256e+00
8.793103448275863343e+01,-1.551724137931034875e+01,3.128990541354262689e+00
9.827586206896552312e+01,-1.551724137931034875e+01,1.743217480850257406e+00
1.086206896551724412e+02,-1.551724137931034875e+01,8.284353276168900937e-01
1.189655172413793025e+02,-1.551724137931034875e+01,2.285448692664220627e-01
1.293103448275862206e+02,-1.551724137931034875e+01,-1.580728000006412504e-01
1.396551724137931387e+02,-1.551724137931034875e+01,-4.005449075392125136e-01
1.500000000000000000e+02,-1.551724137931034875e+01,-5.454426741230170572e-01
-1.500000000000000000e+02,-5.172413793103430635e+00,-5.378363253730648053e-01
-1.396551724137931103e+02,-5.172413793103430635e+00,-3.863463224851205746e-01
-1.293103448275862206e+02,-5.172413793103430635e+00,-1.330148395794612803e-01
-1.189655172413793025e+02,-5.172413793103430635e+00,2.713225505960960571e-01
-1.086206896551724128e+02,-5.172413793103430635e+00,9.003664356401126501e-01
-9.827586206896552312e+01,-5.172413793103430635e+00,1.864757304218528589e+00
-8.793103448275861922e+01,-5.172413793103430635e+00,3.333891310504880856e+00
-7.758620689655171532e+01,-5.172413793103430635e+00,5.563674815240568172e+00
-6.724137931034482563e+01,-5.172413793103430635e+00,8.928818960270625382e+00
-5.689655172413793593e+01,-5.172413793103430635e+00,1.394062257828155360e+01
-4.655172413793103203e+01,-5.172413793103430635e+00,2.117444255698361388e+01
-3.620689655172412813e+01,-5.172413793103430635e+00,3.097071471882739147e+01
-2.586206896551723844e+01,-5.172413793103430635e+00,4.279208914446511614e+01
-1.551724137931034875e+01,-5.172413793103430635e+00,5.432431605737474456e+01
-5.172413793103430635e+00,-5.172413793103430635e+00,6.172560079256791710e+01
5.172413793103459057e+00,-5.172413793103430635e+00,6.172560079256791710e+01
1.551724137931034875e+01,-5.172413793103430635e+00,5.432431605737473035e+01
2.586206896551723844e+01,-5.172413793103430635e+00,4.279208914446510192e+01
3.620689655172412813e+01,-5.172413793103430635e+00,3.097656859372446903e+01
4.655172413793104624e+01,-5.172413793103430635e+00,2.117162132838497968e+01
5.689655172413793593e+01,-5.172413793103430635e+00,1.394062257828155182e+01
6.724137931034482563e+01,-5.172413793103430635e+00,8.928818960270625382e+00
7.758620689655174374e+01,-5.172413793103430635e+00,5.563674815240561067e+00
8.793103448275863343e+01,-5.172413793103430635e+00,3.333891310504879080e+00
9.827586206896552312e+01,-5.172413793103430635e+00,1.864757304218528589e+00
1.086206896551724412e+02,-5.172413793103430635e+00,9.002366353043734781e-01
1.189655172413793025e+02,-5.172413793103430635e+00,2.713897018364060387e-01
1.293103448275862206e+02,-5.172413793103430635e+00,-1.330148395794612526e-01
1.396551724137931387e+02,-5.172413793103430635e+00,-3.863551382127346501e-01
1.500000000000000000e+02,-5.172413793103430635e+00,-5.378363253730648053e-01
-1.500000000000000000e+02,5.172413793103459057e+00,-5.378363253730649163e-01
-1.396551724137931103e+02,5.172413793103459057e+00,-3.863463224851204636e-01
-1.293103448275862206e+02,5.172413793103459057e+00,-1.330437094939752318e-01
-1.189655172413793025e+02,5.172413793103459057e+00,2.713225505960959461e-01
-1.086206896551724128e+02,5.172413793103459057e+00,9.003664356401126501e-01
-9.827586206896552312e+01,5.172413793103459057e+00,1.864757304218528144e+00
-8.793103448275861922e+01,5.172413793103459057e+00,3.333891310504881300e+00
-7.758620689655171532e+01,5.172413793103459057e+00,5.563674815240568172e+00
-6.724137931034482563e+01,5.172413793103459057e+00,8.928818960270623606e+00
-5.689655172413793593e+01,5.172413793103459057e+00,1.393971990185783483e+01
-4.655172413793103203e+01,5.172413793103459057e+00,2.117162132838498323e+01
-3.620689655172412813e+01,5.172413793103459057e+00,3.097656859372445837e+01
-2.586206896551723844e+01,5.172413793103459057e+00,4.279208914446510903e+01
-1.551724137931034875e+01,5.172413793103459057e+00,5.432431605737473035e+01
-5.172413793103430635e+00,5.172413793103459057e+00,6.172979544022427234e+01
5.172413793103459057e+00,5.172413793103459057e+00,6.172979544022425813e+01
1.551724137931034875e+01,5.172413793103459057e+00,5.432431605737473035e+01
2.586206896551723844e+01,5.172413793103459057e+00,4.278317343986525856e+01
3.620689655172412813e+01,5.172413793103459057e+00,3.097656859372446192e+01
4.655172413793104624e+01,5.172413793103459057e+00,2.117444255698360323e+01
5.689655172413793593e+01,5.172413793103459057e+00,1.393971990185783305e+01
6.724137931034482563e+01,5.172413793103459057e+00,8.928818960270625382e+00
7.758620689655174374e+01,5.172413793103459057e+00,5.563674815240559290e+00
8.793103448275863343e+01,5.172413793103459057e+00,3.333891310504878192e+00
9.827586206896552312e+01,5.172413793103459057e+00,1.864971920925795335e+00
1.086206896551724412e+02,5.172413793103459057e+00,9.002366353043734781e-01
1.189655172413793025e+02,5.172413793103459057e+00,2.713897018364059277e-01
1.293103448275862206e+02,5.172413793103459057e+00,-1.330437094939752318e-01
1.396551724137931387e+02,5.172413793103459057e+00,-3.863463224851211297e-01
1.500000000000000000e+02,5.172413793103459057e+00,-5.378363253730650273e-01
-1.500000000000000000e+02,1.551724137931034875e+01,-5.454426741230170572e-01
-1.396551724137931103e+02,1.551724137931034875e+01,-4.005702210715348377e-01
-1.293103448275862206e+02,1.551724137931034875e+01,-1.579899024311369193e-01
-1.189655172413793025e+02,1.551724137931034875e+01,2.285448692664221182e-01
-1.086206896551724128e+02,1.551724137931034875e+01,8.280614768212264387e-01
-9.827586206896552312e+01,1.551724137931034875e+01,1.743217480850257406e+00
-8.793103448275861922e+01,1.551724137931034875e+01,3.128123679398778556e+00
-7.758620689655171532e+01,1.551724137931034875e+01,5.212676854477985344e+00
-6.724137931034482563e+01,1.551724137931034875e+01,8.322616122094739666e+00
-5.689655172413793593e+01,1.551724137931034875e+01,1.289243090517298818e+01
-4.655172413793103203e+01,1.551724137931034875e+01,1.938192638645504218e+01
-3.620689655172412813e+01,1.551724137931034875e+01,2.800335808128205173e+01
-2.586206896551723844e+01,1.551724137931034875e+01,3.821956716741573246e+01
-1.551724137931034875e+01,1.551724137931034875e+01,4.808262163125025523e+01
-5.172413793103430635e+00,1.551724137931034875e+01,5.432431605737474456e+01
5.172413793103459057e+00,1.551724137931034875e+01,5.432431605737471614e+01
1.551724137931034875e+01,1.551724137931034875e+01,4.808262163125025523e+01
2.586206896551723844e+01,1.551724137931034875e+01,3.824083799129749650e+01
3.620689655172412813e+01,1.551724137931034875e+01,2.800335808128205528e+01
4.655172413793104624e+01,1.551724137931034875e+01,1.937521622296340595e+01
5.689655172413793593e+01,1.551724137931034875e+01,1.289243090517298640e+01
6.724137931034482563e+01,1.551724137931034875e+01,8.322826228090191236e+00
7.758620689655174374e+01,1.551724137931034875e+01,5.211786466852901256e+00
8.793103448275863343e+01,1.551724137931034875e+01,3.128990541354262689e+00
9.827586206896552312e+01,1.551724137931034875e+01,1.743217480850257850e+00
1.086206896551724412e+02,1.551724137931034875e+01,8.284353276168900937e-01
1.189655172413793025e+02,1.551724137931034875e+01,2.285448692664220904e-01
1.293103448275862206e+02,1.551724137931034875e+01,-1.579899024311369471e-01
1.396551724137931387e+02,1.551724137931034875e+01,-4.005702210715354483e-01
1.500000000000000000e+02,1.551724137931034875e+01,-5.454426741230169462e-01
-1.500000000000000000e+02,2.586206896551723844e+01,-5.596310832633093479e-01
-1.396551724137931103e+02,2.586206896551723844e+01,-4.271547622995524041e-01
-1.293103448275862206e+02,2.586206896551723844e+01,-2.049330120568677582e-01
-1.189655172413793025e+02,2.586206896551723844e+01,1.490016019004191672e-01
-1.086206896551724128e+02,2.586206896551723844e+01,6.940973759126840559e-01
-9.827586206896552312e+01,2.586206896551723844e+01,1.520370229626678560e+00
-8.793103448275861922e+01,2.586206896551723844e+01,2.753204514010954895e+00
-7.758620689655171532e+01,2.586206896551723844e+01,4.579870736181869795e+00
-6.724137931034482563e+01,2.586206896551723844e+01,7.252680524523723804e+00
-5.689655172413793593e+01,2.586206896551723844e+01,1.107801445361689296e+01
-4.655172413793103203e+01,2.586206896551723844e+01,1.635743609150494038e+01
-3.620689655172412813e+01,2.586206896551723844e+01,2.315560843243212474e+01
-2.586206896551723844e+01,2.586206896551723844e+01,3.094650620223147897e+01
-1.551724137931034875e+01,2.586206896551723844e+01,3.821956716741571825e+01
-5.172413793103430635e+00,2.586206896551723844e+01,4.279208914446511614e+01
5.172413793103459057e+00,2.586206896551723844e+01,4.279208914446510192e+01
1.551724137931034875e+01,2.586206896551723844e+01,3.824083799129750361e+01
2.586206896551723844e+01,2.586206896551723844e+01,3.092385025837453583e+01
3.620689655172412813e+01,2.586206896551723844e+01,2.315560843243212830e+01
4.655172413793104624e+01,2.586206896551723844e+01,1.635743609150493683e+01
5.689655172413793593e+01,2.586206896551723844e+01,1.107801445361689296e+01
6.724137931034482563e+01,2.586206896551723844e+01,7.251795280278908962e+00
7.758620689655174374e+01,2.586206896551723844e+01,4.581422939128813709e+00
8.793103448275863343e+01,2.586206896551723844e+01,2.753204514010952675e+00
9.827586206896552312e+01,2.586206896551723844e+01,1.520370229626678338e+00
1.086206896551724412e+02,2.586206896551723844e+01,6.940973759126830567e-01
1.189655172413793025e+02,2.586206896551723844e+01,1.487066371591405090e-01
1.293103448275862206e+02,2.586206896551723844e+01,-2.048064464369500903e-01
1.396551724137931387e+02,2.586206896551723844e+01,-4.271934141897579806e-01
1.500000000000000000e+02,2.586206896551723844e+01,-5.596310832633094590e-01
-1.500000000000000000e+02,3.620689655172412813e+01,-5.785426568996200336e-01
-1.396551724137931103e+02,3.620689655172412813e+01,-4.629378296098774492e-01
-1.293103448275862206e+02,3.620689655172412813e+01,-2.679722781819003363e-01
-1.189655172413793025e+02,3.620689655172412813e+01,4.175244011192697641e-02
-1.086206896551724128e+02,3.620689655172412813e+01,5.168020700131151779e-01
-9.827586206896552312e+01,3.620689655172412813e+01,1.225596782214377400e+00
-8.793103448275861922e+01,3.620689655172412813e+01,2.270811623345724062e+00
-7.758620689655171532e+01,3.620689655172412813e+01,3.783094851407221348e+00
-6.724137931034482563e+01,3.620689655172412813e+01,5.935078375113567617e+00
-5.689655172413793593e+01,3.620689655172412813e+01,8.917060284548542270e+00
-4.655172413793103203e+01,3.620689655172412813e+01,1.287387096173032575e+01
-3.620689655172412813e+01,3.620689655172412813e+01,1.776300321580597696e+01
-2.586206896551723844e+01,3.620689655172412813e+01,2.315560843243212830e+01
-1.551724137931034875e+01,3.620689655172412813e+01,2.801739609180900104e+01
-5.172413793103430635e+00,3.620689655172412813e+01,3.097071471882739147e+01
5.172413793103459057e+00,3.620689655172412813e+01,3.097071471882738436e+01
1.551724137931034875e+01,3.620689655172412813e+01,2.800335808128205528e+01
2.586206896551723844e+01,3.620689655172412813e+01,2.315560843243212474e+01
3.620689655172412813e+01,3.620689655172412813e+01,1.777350236634520897e+01
4.655172413793104624e+01,3.620689655172412813e+01,1.287387096173031864e+01
5.689655172413793593e+01,3.620689655172412813e+01,8.917060284548542270e+00
6.724137931034482563e+01,3.620689655172412813e+01,5.935078375113567617e+00
7.758620689655174374e+01,3.620689655172412813e+01,3.780916720527837782e+00
8.793103448275863343e+01,3.620689655172412813e+01,2.270811623345722285e+00
9.827586206896552312e+01,3.620689655172412813e+01,1.225596782214377400e+00
1.086206896551724412e+02,3.620689655172412813e+01,5.168020700131134015e-01
1.189655172413793025e+02,3.620689655172412813e+01,4.211493171865198643e-02
1.293103448275862206e+02,3.620689655172412813e+01,-2.679722781819003363e-01
1.396551724137931387e+02,3.620689655172412813e+01,-4.629378296098778378e-01
1.500000000000000000e+02,3.620689655172412813e+01,-5.785426568996200336e-01
-1.500000000000000000e+02,4.655172413793104624e+01,-5.998103524120664831e-01
-1.396551724137931103e+02,4.655172413793104624e+01,-5.038674135771095131e-01
-1.293103448275862206e+02,4.655172413793104624e+01,-3.400194740079722222e-01
-1.189655172413793025e+02,4.655172413793104624e+01,-8.025440922275912936e-02
-1.086206896551724128e+02,4.655172413793104624e+01,3.149941666625530878e-01
-9.827586206896552312e+01,4.655172413793104624e+01,8.998724712235336431e-01
-8.793103448275861922e+01,4.655172413793104624e+01,1.740859264651436256e+00
-7.758620689655171532e+01,4.655172413793104624e+01,2.934291134950111513e+00
-6.724137931034482563e+01,4.655172413793104624e+01,4.578447785445345808e+00
-5.689655172413793593e+01,4.655172413793104624e+01,6.772983828124848671e+00
-4.655172413793103203e+01,4.655172413793104624e+01,9.570379441814322874e+00
-3.620689655172412813e+01,4.655172413793104624e+01,1.287805409549453373e+01
-2.586206896551723844e+01,4.655172413793104624e+01,1.635054400679262088e+01
-1.551724137931034875e+01,4.655172413793104624e+01,1.938192638645503152e+01
-5.172413793103430635e+00,4.655172413793104624e+01,2.117444255698359612e+01
5.172413793103459057e+00,4.655172413793104624e+01,2.117444255698359612e+01
1.551724137931034875e+01,4.655172413793104624e+01,1.938192638645503152e+01
2.586206896551723844e+01,4.655172413793104624e+01,1.635054400679262088e+01
3.620689655172412813e+01,4.655172413793104624e+01,1.287387096173031864e+01
4.655172413793104624e+01,4.655172413793104624e+01,9.570379441814319321e+00
5.689655172413793593e+01,4.655172413793104624e+01,6.774836312233087021e+00
6.724137931034482563e+01,4.655172413793104624e+01,4.575673044807719414e+00
7.758620689655174374e+01,4.655172413793104624e+01,2.931666667063719700e+00
8.793103448275863343e+01,4.655172413793104624e+01,1.740859264651435589e+00
9.827586206896552312e+01,4.655172413793104624e+01,8.998724712235336431e-01
1.086206896551724412e+02,4.655172413793104624e+01,3.149941666625515335e-01
1.189655172413793025e+02,4.655172413793104624e+01,-8.025440922275910161e-02
1.293103448275862206e+02,4.655172413793104624e+01,-3.400194740079722222e-01
1.396551724137931387e+02,4.655172413793104624e+01,-5.038161700340749727e-01
1.500000000000000000e+02,4.655172413793104624e+01,-5.998103524120665941e-01
-1.500000000000000000e+02,5.689655172413793593e+01,-6.209374877656385072e-01
-1.396551724137931103e+02,5.689655172413793593e+01,-5.456014173555127078e-01
-1.293103448275862206e+02,5.689655172413793593e+01,-4.144530915566779772e-01
-1.189655172413793025e+02,5.689655172413793593e+01,-2.050081673962793338e-01
-1.086206896551724128e+02,5.689655172413793593e+01,1.114806961682169029e-01
-9.827586206896552312e+01,5.689655172413793593e+01,5.715634254953869675e-01
-8.793103448275861922e+01,5.689655172413793593e+01,1.226220837808271957e+00
-7.758620689655171532e+01,5.689655172413793593e+01,2.126612294610390919e+00
-6.724137931034482563e+01,5.689655172413793593e+01,3.327544949343308023e+00
-5.689655172413793593e+01,5.689655172413793593e+01,4.878118945231030956e+00
-4.655172413793103203e+01,5.689655172413793593e+01,6.772983828124850447e+00
-3.620689655172412813e+01,5.689655172413793593e+01,8.917069750510435711e+00
-2.586206896551723844e+01,5.689655172413793593e+01,1.107960028451035939e+01
-1.551724137931034875e+01,5.689655172413793593e+01,1.289042992725859271e+01
-5.172413793103430635e+00,5.689655172413793593e+01,1.393971990185783483e+01
5.172413793103459057e+00,5.689655172413793593e+01,1.393971990185783483e+01
1.551724137931034875e+01,5.689655172413793593e+01,1.289243090517298818e+01
2.586206896551723844e+01,5.689655172413793593e+01,1.107801445361689296e+01
3.620689655172412813e+01,5.689655172413793593e+01,8.917060284548544047e+00
4.655172413793104624e+01,5.689655172413793593e+01,6.772983828124848671e+00
5.689655172413793593e+01,5.689655172413793593e+01,4.878118945231030956e+00
6.724137931034482563e+01,5.689655172413793593e+01,3.330853130600615053e+00
7.758620689655174374e+01,5.689655172413793593e+01,2.126612294610387366e+00
8.793103448275863343e+01,5.689655172413793593e+01,1.226220837808270625e+00
9.827586206896552312e+01,5.689655172413793593e+01,5.715634254953869675e-01
1.086206896551724412e+02,5.689655172413793593e+01,1.114806961682157233e-01
1.189655172413793025e+02,5.689655172413793593e+01,-2.050081673962793338e-01
1.293103448275862206e+02,5.689655172413793593e+01,-4.144530915566779772e-01
1.396551724137931387e+02,5.689655172413793593e+01,-5.456014173555130409e-01
1.500000000000000000e+02,5.689655172413793593e+01,-6.209374877656383962e-01
-1.500000000000000000e+02,6.724137931034482563e+01,-6.396425252822349750e-01
-1.396551724137931103e+02,6.724137931034482563e+01,-5.843359660925628862e-01
-1.293103448275862206e+02,6.724137931034482563e+01,-4.843918491765538681e-01
-1.189655172413793025e+02,6.724137931034482563e+01,-3.236146187365799287e-01
-1.086206896551724128e+02,6.724137931034482563e+01,-8.073254654976401434e-02
-9.827586206896552312e+01,6.724137931034482563e+01,2.708524580336887366e-01
-8.793103448275861922e+01,6.724137931034482563e+01,7.572452836559003808e-01
-7.758620689655171532e+01,6.724137931034482563e+01,1.413583287061358273e+00
-6.724137931034482563e+01,6.724137931034482563e+01,2.269550064145952728e+00
-5.689655172413793593e+01,6.724137931034482563e+01,3.330853130600614165e+00
-4.655172413793103203e+01,6.724137931034482563e+01,4.575673044807721190e+00
-3.620689655172412813e+01,6.724137931034482563e+01,5.933213163332716533e+00
-2.586206896551723844e+01,6.724137931034482563e+01,7.252680524523723804e+00
-1.551724137931034875e+01,6.724137931034482563e+01,8.322826228090191236e+00
-5.172413793103430635e+00,6.724137931034482563e+01,8.928815035233421682e+00
5.172413793103459057e+00,6.724137931034482563e+01,8.928815035233421682e+00
1.551724137931034875e+01,6.724137931034482563e+01,8.322826228090191236e+00
2.586206896551723844e+01,6.724137931034482563e+01,7.251795280278908962e+00
3.620689655172412813e+01,6.724137931034482563e+01,5.935078375113566729e+00
4.655172413793104624e+01,6.724137931034482563e+01,4.578447785445344920e+00
5.689655172413793593e+01,6.724137931034482563e+01,3.330853130600615053e+00
6.724137931034482563e+01,6.724137931034482563e+01,2.266177946599024384e+00
7.758620689655174374e+01,6.724137931034482563e+01,1.413583287061357385e+00
8.793103448275863343e+01,6.724137931034482563e+01,7.591340476823927874e-01
9.827586206896552312e+01,6.724137931034482563e+01,2.708524580336887366e-01
1.086206896551724412e+02,6.724137931034482563e+01,-8.073254654976483313e-02
1.189655172413793025e+02,6.724137931034482563e+01,-3.232655747538026314e-01
1.293103448275862206e+02,6.724137931034482563e+01,-4.843918491765538681e-01
1.396551724137931387e+02,6.724137931034482563e+01,-5.843359660925631083e-01
1.500000000000000000e+02,6.724137931034482563e+01,-6.396425252822348639e-01
-1.500000000000000000e+02,7.758620689655174374e+01,-6.541090291942274204e-01
-1.396551724137931103e+02,7.758620689655174374e+01,-6.171989365577745801e-01
-1.293103448275862206e+02,7.758620689655174374e+01,-5.457445341486235613e-01
-1.189655172413793025e+02,7.758620689655174374e+01,-4.273806885395358135e-01
-1.086206896551724128e+02,7.758620689655174374e+01,-2.485888071559998469e-01
-9.827586206896552312e+01,7.758620689655174374e+01,8.189433600249707013e-03
-8.793103448275861922e+01,7.758620689655174374e+01,3.621522333122420001e-01
-7.758620689655171532e+01,7.758620689655174374e+01,8.274931791343632659e-01
-6.724137931034482563e+01,7.758620689655174374e+01,1.416255122272113143e+00
-5.689655172413793593e+01,7.758620689655174374e+01,2.123821026514902677e+00
-4.655172413793103203e+01,7.758620689655174374e+01,2.934291134950107960e+00
-3.620689655172412813e+01,7.758620689655174374e+01,3.783094851407217352e+00
-2.586206896551723844e+01,7.758620689655174374e+01,4.579870736181863577e+00
-1.551724137931034875e+01,7.758620689655174374e+01,5.211786466852902144e+00
-5.172413793103430635e+00,7.758620689655174374e+01,5.563390571307067489e+00
5.172413793103459057e+00,7.758620689655174374e+01,5.563390571307066601e+00
1.551724137931034875e+01,7.758620689655174374e+01,5.211786466852901256e+00
2.586206896551723844e+01,7.758620689655174374e+01,4.581422939128812821e+00
3.620689655172412813e+01,7.758620689655174374e+01,3.780916720527837782e+00
4.655172413793104624e+01,7.758620689655174374e+01,2.934291134950107072e+00
5.689655172413793593e+01,7.758620689655174374e+01,2.123821026514902233e+00
6.724137931034482563e+01,7.758620689655174374e+01,1.416255122272113365e+00
7.758620689655174374e+01,7.758620689655174374e+01,8.251552652296305634e-01
8.793103448275863343e+01,7.758620689655174374e+01,3.621522333122413340e-01
9.827586206896552312e+01,7.758620689655174374e+01,8.189433600249720890e-03
1.086206896551724412e+02,7.758620689655174374e+01,-2.480044331112443157e-01
1.189655172413793025e+02,7.758620689655174374e+01,-4.273806885395358135e-01
1.293103448275862206e+02,7.758620689655174374e+01,-5.456173018681522713e-01
1.396551724137931387e+02,7.758620689655174374e+01,-6.171989365577746911e-01
1.500000000000000000e+02,7.758620689655174374e+01,-6.541090291942274204e-01
-1.500000000000000000e+02,8.793103448275863343e+01,-6.631156623232936642e-01
-1.396551724137931103e+02,8.793103448275863343e+01,-6.422143519768538367e-01
-1.293103448275862206e+02,8.793103448275863343e+01,-5.949905365627546905e-01
-1.189655172413793025e+02,8.793103448275863343e+01,-5.133116945675632037e-01
-1.086206896551724128e+02,8.793103448275863343e+01,-3.866667577423649749e-01
-9.827586206896552312e+01,8.793103448275863343e+01,-2.051850879829590357e-01
-8.793103448275861922e+01,8.793103448275863343e+01,4.039843193115806586e-02
-7.758620689655171532e+01,8.793103448275863343e+01,3.621522333122422777e-01
-6.724137931034482563e+01,8.793103448275863343e+01,7.572452836558996037e-01
-5.689655172413793593e+01,8.793103448275863343e+01,1.226220837808270403e+00
-4.655172413793103203e+01,8.793103448275863343e+01,1.742863604958128310e+00
-3.620689655172412813e+01,8.793103448275863343e+01,2.270811623345721841e+00
-2.586206896551723844e+01,8.793103448275863343e+01,2.753204514010952231e+00
-1.551724137931034875e+01,8.793103448275863343e+01,3.128990541354262689e+00
-5.172413793103430635e+00,8.793103448275863343e+01,3.334185507587041908e+00
5.172413793103459057e+00,8.793103448275863343e+01,3.334185507587041464e+00
1.551724137931034875e+01,8.793103448275863343e+01,3.128990541354262689e+00
2.586206896551723844e+01,8.793103448275863343e+01,2.753204514010952675e+00
3.620689655172412813e+01,8.793103448275863343e+01,2.270811623345721841e+00
4.655172413793104624e+01,8.793103448275863343e+01,1.742863604958127421e+00
5.689655172413793593e+01,8.793103448275863343e+01,1.224186929331369855e+00
6.724137931034482563e+01,8.793103448275863343e+01,7.591340476823927874e-01
7.758620689655174374e+01,8.793103448275863343e+01,3.621522333122413340e-01
8.793103448275863343e+01,8.793103448275863343e+01,4.039843193115762177e-02
9.827586206896552312e+01,8.793103448275863343e+01,-2.051850879829590635e-01
1.086206896551724412e+02,8.793103448275863343e+01,-3.871330532456899731e-01
1.189655172413793025e+02,8.793103448275863343e+01,-5.133116945675632037e-01
1.293103448275862206e+02,8.793103448275863343e+01,-5.950925091693967106e-01
1.396551724137931387e+02,8.793103448275863343e+01,-6.421828386329510030e-01
1.500000000000000000e+02,8.793103448275863343e+01,-6.631156623232936642e-01
-1.500000000000000000e+02,9.827586206896552312e+01,-6.660536866896707986e-01
-1.396551724137931103e+02,9.827586206896552312e+01,-6.583575900183638030e-01
-1.293103448275862206e+02,9.827586206896552312e+01,-6.311688351886221016e-01
-1.189655172413793025e+02,9.827586206896552312e+01,-5.788739043319098831e-01
-1.086206896551724128e+02,9.827586206896552312e+01,-4.944487080354582620e-01
-9.827586206896552312e+01,9.827586206896552312e+01,-3.718699445799300007e-01
-8.793103448275861922e+01,9.827586206896552312e+01,-2.051850879829588137e-01
-7.758620689655171532e+01,9.827586206896552312e+01,8.189433600250246512e-03
-6.724137931034482563e+01,9.827586206896552312e+01,2.708524580336886256e-01
-5.689655172413793593e+01,9.827586206896552312e+01,5.715634254953868565e-01
-4.655172413793103203e+01,9.827586206896552312e+01,8.985509142419485507e-01
-3.620689655172412813e+01,9.827586206896552312e+01,1.225596782214376512e+00
-2.586206896551723844e+01,9.827586206896552312e+01,1.520370229626678338e+00
-1.551724137931034875e+01,9.827586206896552312e+01,1.743217480850256962e+00
-5.172413793103430635e+00,9.827586206896552312e+01,1.864757304218528144e+00
5.172413793103459057e+00,9.827586206896552312e+01,1.864757304218528144e+00
1.551724137931034875e+01,9.827586206896552312e+01,1.743217480850256962e+00
2.586206896551723844e+01,9.827586206896552312e+01,1.520370229626678338e+00
3.620689655172412813e+01,9.827586206896552312e+01,1.225596782214377400e+00
4.655172413793104624e+01,9.827586206896552312e+01,8.998724712235334211e-01
5.689655172413793593e+01,9.827586206896552312e+01,5.728767933664408174e-01
6.724137931034482563e+01,9.827586206896552312e+01,2.696502510767067595e-01
7.758620689655174374e+01,9.827586206896552312e+01,8.189433600249675788e-03
8.793103448275863343e+01,9.827586206896552312e+01,-2.060028254554366889e-01
