x,y,dpred_nT
5.172413793103459057e+00,-9.827586206896552312e+01,1.864757304218528589e+00
1.551724137931034875e+01,-9.827586206896552312e+01,1.743839386287006299e+00
2.586206896551723844e+01,-9.827586206896552312e+01,1.520370229626678782e+00
3.620689655172412813e+01,-9.827586206896552312e+01,1.226801878406922564e+00
4.655172413793104624e+01,-9.827586206896552312e+01,8.998724712235338652e-01
5.689655172413793593e+01,-9.827586206896552312e+01,5.715634254953871896e-01
6.724137931034482563e+01,-9.827586206896552312e+01,2.708524580336889587e-01
7.758620689655174374e+01,-9.827586206896552312e+01,8.189433600249922118e-03
8.793103448275863343e+01,-9.827586206896552312e+01,-2.051850879829589802e-01
9.827586206896552312e+01,-9.827586206896552312e+01,-3.718699445799299452e-01
1.086206896551724412e+02,-9.827586206896552312e+01,-4.948002927185892741e-01
1.189655172413793025e+02,-9.827586206896552312e+01,-5.788739043319097721e-01
1.293103448275862206e+02,-9.827586206896552312e+01,-6.311688351886219905e-01
1.396551724137931387e+02,-9.827586206896552312e+01,-6.583335673187175052e-01
1.500000000000000000e+02,-9.827586206896552312e+01,-6.660536866896707986e-01
-1.500000000000000000e+02,-8.793103448275861922e+01,-6.631156623232935532e-01
-1.396551724137931103e+02,-8.793103448275861922e+01,-6.421828386329508920e-01
-1.293103448275862206e+02,-8.793103448275861922e+01,-5.949905365627546905e-01
-1.189655172413793025e+02,-8.793103448275861922e+01,-5.133116945675630927e-01
-1.086206896551724128e+02,-8.793103448275861922e+01,-3.866667577423646418e-01
-9.827586206896552312e+01,-8.793103448275861922e+01,-2.060028254554362448e-01
-8.793103448275861922e+01,-8.793103448275861922e+01,4.170009426872186425e-02
-7.758620689655171532e+01,-8.793103448275861922e+01,3.605292624746541108e-01
-6.724137931034482563e+01,-8.793103448275861922e+01,7.572452836559006029e-01
-5.689655172413793593e+01,-8.793103448275861922e+01,1.226220837808271957e+00
-4.655172413793103203e+01,-8.793103448275861922e+01,1.740859264651437588e+00
-3.620689655172412813e+01,-8.793103448275861922e+01,2.270811623345723174e+00
-2.586206896551723844e+01,-8.793103448275861922e+01,2.754586094806831920e+00
-1.551724137931034875e+01,-8.793103448275861922e+01,3.128990541354264909e+00
-5.172413793103430635e+00,-8.793103448275861922e+01,3.333891310504881300e+00
5.172413793103459057e+00,-8.793103448275861922e+01,3.334185507587045016e+00
1.551724137931034875e+01,-8.793103448275861922e+01,3.128123679398779000e+00
2.586206896551723844e+01,-8.793103448275861922e+01,2.754586094806831476e+00
3.620689655172412813e+01,-8.793103448275861922e+01,2.269032430051562077e+00
4.655172413793104624e+01,-8.793103448275861922e+01,1.740859264651436478e+00
5.689655172413793593e+01,-8.793103448275861922e+01,1.226220837808271957e+00
6.724137931034482563e+01,-8.793103448275861922e+01,7.572452836559004918e-01
7.758620689655174374e+01,-8.793103448275861922e+01,3.605292624746531116e-01
8.793103448275863343e+01,-8.793103448275861922e+01,4.039843193115816994e-02
9.827586206896552312e+01,-8.793103448275861922e+01,-2.051850879829587859e-01
1.086206896551724412e+02,-8.793103448275861922e+01,-3.871330532456898066e-01
1.189655172413793025e+02,-8.793103448275861922e+01,-5.130748740594467394e-01
1.293103448275862206e+02,-8.793103448275861922e+01,-5.950925091693965996e-01
1.396551724137931387e+02,-8.793103448275861922e+01,-6.422143519768537256e-01
1.500000000000000000e+02,-8.793103448275861922e+01,-6.631156623232936642e-01
-1.500000000000000000e+02,-7.758620689655171532e+01,-6.541090291942274204e-01
-1.396551724137931103e+02,-7.758620689655171532e+01,-6.172381080706945689e-01
-1.293103448275862206e+02,-7.758620689655171532e+01,-5.457445341486233392e-01
-1.189655172413793025e+02,-7.758620689655171532e+01,-4.273806885395354804e-01
-1.086206896551724128e+02,-7.758620689655171532e+01,-2.485888071559994583e-01
-9.827586206896552312e+01,-7.758620689655171532e+01,8.189433600250489373e-03
-8.793103448275861922e+01,-7.758620689655171532e+01,3.621522333122431103e-01
-7.758620689655171532e+01,-7.758620689655171532e+01,8.251552652296331170e-01
-6.724137931034482563e+01,-7.758620689655171532e+01,1.416255122272115363e+00
-5.689655172413793593e+01,-7.758620689655171532e+01,2.123821026514905785e+00
-4.655172413793103203e+01,-7.758620689655171532e+01,2.934291134950112401e+00
-3.620689655172412813e+01,-7.758620689655171532e+01,3.780916720527843555e+00
-2.586206896551723844e+01,-7.758620689655171532e+01,4.579870736181870683e+00
-1.551724137931034875e+01,-7.758620689655171532e+01,5.212676854477985344e+00
-5.172413793103430635e+00,-7.758620689655171532e+01,5.563390571307075483e+00
5.172413793103459057e+00,-7.758620689655171532e+01,5.563390571307073706e+00
1.551724137931034875e+01,-7.758620689655171532e+01,5.212676854477985344e+00
2.586206896551723844e+01,-7.758620689655171532e+01,4.581422939128819039e+00
3.620689655172412813e+01,-7.758620689655171532e+01,3.780916720527843555e+00
4.655172413793104624e+01,-7.758620689655171532e+01,2.931666667063723253e+00
5.689655172413793593e+01,-7.758620689655171532e+01,2.123821026514905785e+00
6.724137931034482563e+01,-7.758620689655171532e+01,1.416255122272115363e+00
7.758620689655174374e+01,-7.758620689655171532e+01,8.274931791343634879e-01
8.793103448275863343e+01,-7.758620689655171532e+01,3.621522333122424442e-01
9.827586206896552312e+01,-7.758620689655171532e+01,8.189433600250477230e-03
1.086206896551724412e+02,-7.758620689655171532e+01,-2.480044331112437883e-01
1.189655172413793025e+02,-7.758620689655171532e+01,-4.276770344373753696e-01
1.293103448275862206e+02,-7.758620689655171532e+01,-5.456173018681520492e-01
1.396551724137931387e+02,-7.758620689655171532e+01,-6.172381080706947909e-01
1.500000000000000000e+02,-7.758620689655171532e+01,-6.541090291942274204e-01
-1.500000000000000000e+02,-6.724137931034482563e+01,-6.396425252822348639e-01
-1.396551724137931103e+02,-6.724137931034482563e+01,-5.843818748312163969e-01
-1.293103448275862206e+02,-6.724137931034482563e+01,-4.843918491765538126e-01
-1.189655172413793025e+02,-6.724137931034482563e+01,-3.236146187365799842e-01
-1.086206896551724128e+02,-6.724137931034482563e+01,-8.073254654976393108e-02
-9.827586206896552312e+01,-6.724137931034482563e+01,2.708524580336889032e-01
-8.793103448275861922e+01,-6.724137931034482563e+01,7.572452836559006029e-01
-7.758620689655171532e+01,-6.724137931034482563e+01,1.416255122272115363e+00
-6.724137931034482563e+01,-6.724137931034482563e+01,2.266177946599023940e+00
-5.689655172413793593e+01,-6.724137931034482563e+01,3.330853130600614609e+00
-4.655172413793103203e+01,-6.724137931034482563e+01,4.575673044807721190e+00
-3.620689655172412813e+01,-6.724137931034482563e+01,5.935078375113566729e+00
-2.586206896551723844e+01,-6.724137931034482563e+01,7.251795280278909850e+00
-1.551724137931034875e+01,-6.724137931034482563e+01,8.322616122094741442e+00
-5.172413793103430635e+00,-6.724137931034482563e+01,8.928815035233423458e+00
5.172413793103459057e+00,-6.724137931034482563e+01,8.928815035233421682e+00
1.551724137931034875e+01,-6.724137931034482563e+01,8.322826228090191236e+00
2.586206896551723844e+01,-6.724137931034482563e+01,7.251795280278909850e+00
3.620689655172412813e+01,-6.724137931034482563e+01,5.935078375113567617e+00
4.655172413793104624e+01,-6.724137931034482563e+01,4.575673044807719414e+00
5.689655172413793593e+01,-6.724137931034482563e+01,3.330853130600614609e+00
6.724137931034482563e+01,-6.724137931034482563e+01,2.266177946599024384e+00
7.758620689655174374e+01,-6.724137931034482563e+01,1.413583287061357607e+00
8.793103448275863343e+01,-6.724137931034482563e+01,7.572452836558998257e-01
9.827586206896552312e+01,-6.724137931034482563e+01,2.708524580336888476e-01
1.086206896551724412e+02,-6.724137931034482563e+01,-8.004425383875762856e-02
1.189655172413793025e+02,-6.724137931034482563e+01,-3.236146187365799842e-01
1.293103448275862206e+02,-6.724137931034482563e+01,-4.845414188219818730e-01
1.396551724137931387e+02,-6.724137931034482563e+01,-5.843359660925631083e-01
1.500000000000000000e+02,-6.724137931034482563e+01,-6.396425252822349750e-01
-1.500000000000000000e+02,-5.689655172413793593e+01,-6.209374877656383962e-01
-1.396551724137931103e+02,-5.689655172413793593e+01,-5.455510340309516204e-01
-1.293103448275862206e+02,-5.689655172413793593e+01,-4.144530915566780327e-01
-1.189655172413793025e+02,-5.689655172413793593e+01,-2.050081673962793616e-01
-1.086206896551724128e+02,-5.689655172413793593e+01,1.114806961682169306e-01
-9.827586206896552312e+01,-5.689655172413793593e+01,5.715634254953868565e-01
-8.793103448275861922e+01,-5.689655172413793593e+01,1.224186929331371188e+00
-7.758620689655171532e+01,-5.689655172413793593e+01,2.126612294610390919e+00
-6.724137931034482563e+01,-5.689655172413793593e+01,3.327544949343308467e+00
-5.689655172413793593e+01,-5.689655172413793593e+01,4.881299978560607045e+00
-4.655172413793103203e+01,-5.689655172413793593e+01,6.774836312233089686e+00
-3.620689655172412813e+01,-5.689655172413793593e+01,8.917060284548542270e+00
-2.586206896551723844e+01,-5.689655172413793593e+01,1.107801445361689296e+01
-1.551724137931034875e+01,-5.689655172413793593e+01,1.289042992725859271e+01
-5.172413793103430635e+00,-5.689655172413793593e+01,1.394062257828155182e+01
5.172413793103459057e+00,-5.689655172413793593e+01,1.394062257828155182e+01
1.551724137931034875e+01,-5.689655172413793593e+01,1.289042992725859271e+01
2.586206896551723844e+01,-5.689655172413793593e+01,1.107960028451035939e+01
3.620689655172412813e+01,-5.689655172413793593e+01,8.917060284548542270e+00
4.655172413793104624e+01,-5.689655172413793593e+01,6.774836312233087021e+00
5.689655172413793593e+01,-5.689655172413793593e+01,4.878118945231030956e+00
6.724137931034482563e+01,-5.689655172413793593e+01,3.330853130600614609e+00
7.758620689655174374e+01,-5.689655172413793593e+01,2.126612294610387810e+00
8.793103448275863343e+01,-5.689655172413793593e+01,1.224186929331370077e+00
9.827586206896552312e+01,-5.689655172413793593e+01,5.715634254953870785e-01
1.086206896551724412e+02,-5.689655172413793593e+01,1.107241547157364892e-01
1.189655172413793025e+02,-5.689655172413793593e+01,-2.050081673962793616e-01
1.293103448275862206e+02,-5.689655172413793593e+01,-4.144530915566779772e-01
1.396551724137931387e+02,-5.689655172413793593e+01,-5.455510340309520645e-01
1.500000000000000000e+02,-5.689655172413793593e+01,-6.209374877656383962e-01
-1.500000000000000000e+02,-4.655172413793103203e+01,-5.998103524120664831e-01
-1.396551724137931103e+02,-4.655172413793103203e+01,-5.038674135771094020e-01
-1.293103448275862206e+02,-4.655172413793103203e+01,-3.400194740079721112e-01
-1.189655172413793025e+02,-4.655172413793103203e+01,-8.025440922275897671e-02
-1.086206896551724128e+02,-4.655172413793103203e+01,3.157623073468722175e-01
-9.827586206896552312e+01,-4.655172413793103203e+01,8.998724712235340872e-01
-8.793103448275861922e+01,-4.655172413793103203e+01,1.742863604958129864e+00
-7.758620689655171532e+01,-4.655172413793103203e+01,2.931666667063724141e+00
-6.724137931034482563e+01,-4.655172413793103203e+01,4.578447785445348472e+00
-5.689655172413793593e+01,-4.655172413793103203e+01,6.772983828124850447e+00
-4.655172413793103203e+01,-4.655172413793103203e+01,9.570379441814326427e+00
-3.620689655172412813e+01,-4.655172413793103203e+01,1.287805409549453906e+01
-2.586206896551723844e+01,-4.655172413793103203e+01,1.635054400679263509e+01
-1.551724137931034875e+01,-4.655172413793103203e+01,1.938192638645504218e+01
-5.172413793103430635e+00,-4.655172413793103203e+01,2.117162132838499033e+01
5.172413793103459057e+00,-4.655172413793103203e+01,2.117444255698361033e+01
1.551724137931034875e+01,-4.655172413793103203e+01,1.938192638645504218e+01
2.586206896551723844e+01,-4.655172413793103203e+01,1.635054400679263154e+01
3.620689655172412813e+01,-4.655172413793103203e+01,1.287805409549454261e+01
4.655172413793104624e+01,-4.655172413793103203e+01,9.570379441814324650e+00
5.689655172413793593e+01,-4.655172413793103203e+01,6.772983828124850447e+00
6.724137931034482563e+01,-4.655172413793103203e+01,4.578447785445347584e+00
7.758620689655174374e+01,-4.655172413793103203e+01,2.934291134950108404e+00
8.793103448275863343e+01,-4.655172413793103203e+01,1.740859264651436700e+00
9.827586206896552312e+01,-4.655172413793103203e+01,8.985509142419485507e-01
1.086206896551724412e+02,-4.655172413793103203e+01,3.149941666625518666e-01
1.189655172413793025e+02,-4.655172413793103203e+01,-8.025440922275897671e-02
1.293103448275862206e+02,-4.655172413793103203e+01,-3.400194740079720557e-01
1.396551724137931387e+02,-4.655172413793103203e+01,-5.038674135771098461e-01
1.500000000000000000e+02,-4.655172413793103203e+01,-5.998103524120664831e-01
-1.500000000000000000e+02,-3.620689655172412813e+01,-5.785426568996200336e-01
-1.396551724137931103e+02,-3.620689655172412813e+01,-4.629852886791401834e-01
-1.293103448275862206e+02,-3.620689655172412813e+01,-2.678169338291140900e-01
-1.189655172413793025e+02,-3.620689655172412813e+01,4.211493171865198643e-02
-1.086206896551724128e+02,-3.620689655172412813e+01,5.160936788273424725e-01
-9.827586206896552312e+01,-3.620689655172412813e+01,1.226801878406922341e+00
-8.793103448275861922e+01,-3.620689655172412813e+01,2.270811623345724062e+00
-7.758620689655171532e+01,-3.620689655172412813e+01,3.783094851407221348e+00
-6.724137931034482563e+01,-3.620689655172412813e+01,5.933213163332717421e+00
-5.689655172413793593e+01,-3.620689655172412813e+01,8.917060284548542270e+00
-4.655172413793103203e+01,-3.620689655172412813e+01,1.287387096173032575e+01
-3.620689655172412813e+01,-3.620689655172412813e+01,1.776300321580598407e+01
-2.586206896551723844e+01,-3.620689655172412813e+01,2.315560843243212474e+01
-1.551724137931034875e+01,-3.620689655172412813e+01,2.800335808128205173e+01
-5.172413793103430635e+00,-3.620689655172412813e+01,3.097656859372446192e+01
5.172413793103459057e+00,-3.620689655172412813e+01,3.097656859372446192e+01
1.551724137931034875e+01,-3.620689655172412813e+01,2.801739609180900104e+01
2.586206896551723844e+01,-3.620689655172412813e+01,2.315560843243212830e+01
3.620689655172412813e+01,-3.620689655172412813e+01,1.776300321580598052e+01
4.655172413793104624e+01,-3.620689655172412813e+01,1.287805409549453373e+01
5.689655172413793593e+01,-3.620689655172412813e+01,8.917069750510435711e+00
6.724137931034482563e+01,-3.620689655172412813e+01,5.933213163332716533e+00
7.758620689655174374e+01,-3.620689655172412813e+01,3.780916720527837782e+00
8.793103448275863343e+01,-3.620689655172412813e+01,2.270811623345721841e+00
9.827586206896552312e+01,-3.620689655172412813e+01,1.225596782214377400e+00
1.086206896551724412e+02,-3.620689655172412813e+01,5.168020700131134015e-01
1.189655172413793025e+02,-3.620689655172412813e+01,4.175244011192699722e-02
1.293103448275862206e+02,-3.620689655172412813e+01,-2.678169338291140900e-01
1.396551724137931387e+02,-3.620689655172412813e+01,-4.629852886791406275e-01
1.500000000000000000e+02,-3.620689655172412813e+01,-5.785426568996201446e-01
-1.500000000000000000e+02,-2.586206896551723844e+01,-5.596310832633094590e-01
-1.396551724137931103e+02,-2.586206896551723844e+01,-4.271547622995524041e-01
-1.293103448275862206e+02,-2.586206896551723844e+01,-2.049330120568677582e-01
-1.189655172413793025e+02,-2.586206896551723844e+01,1.490016019004191394e-01
-1.086206896551724128e+02,-2.586206896551723844e+01,6.946711362417004043e-01
-9.827586206896552312e+01,-2.586206896551723844e+01,1.519405825262771126e+00
