X,Y,Z,formation
4479317.438,1678364.188,1693.366,B3
4479343.343,1678419.547,1688.117,B3
4479371.816,1678480.396,1684.266,B3
4479403.336,1678547.754,1681.958,B3
4479437.91,1678621.641,1681.156,B3
4479475.29,1678701.524,1681.727,B3
4479515.225,1678786.866,1683.536,B3
4479557.464,1678877.13,1686.45,B3
4479601.754,1678971.78,1690.334,B3
4479647.844,1679070.275,1695.053,B3
4479695.484,1679172.081,1700.473,B3
4479744.42,1679276.658,1706.459,B3
4479794.404,1679383.471,1712.878,B3
4479845.161,1679491.939,1719.58,B3
4479896.265,1679601.147,1726.308,B3
4479947.212,1679710.02,1732.753,B3
4479997.5,1679817.484,1738.605,B3
4480046.625,1679922.462,1743.555,B3
4480094.085,1680023.882,1747.293,B3
4480139.377,1680120.668,1749.509,B3
4480181.997,1680211.744,1749.895,B3
4480221.442,1680296.036,1748.141,B3
4480257.21,1680372.468,1743.938,B3
4480288.907,1680440.202,1737.062,B3
4480316.87,1680499.96,1727.838,B3
4480341.737,1680553.098,1716.819,B3
4480364.14,1680600.971,1704.554,B3
4480384.714,1680644.935,1691.595,B3
4480404.094,1680686.346,1678.494,B3
4480422.912,1680726.561,1665.803,B3
4480441.805,1680766.934,1654.072,B3
4480461.407,1680808.82,1643.854,B3
4480482.352,1680853.577,1635.7,B3
4480505.174,1680902.346,1630.068,B3
4480529.854,1680955.085,1626.895,B3
4480556.18,1681011.341,1625.939,B3
4480583.941,1681070.663,1626.96,B3
4480612.926,1681132.598,1629.713,B3
4480642.922,1681196.696,1633.958,B3
4480673.718,1681262.504,1639.452,B3
4480705.103,1681329.571,1645.952,B3
4480736.866,1681397.443,1653.217,B3
4480768.794,1681465.669,1661.005,B3
4480800.703,1681533.854,1669.089,B3
4480832.528,1681601.86,1677.326,B3
4480864.242,1681669.625,1685.594,B3
4480895.813,1681737.09,1693.773,B3
4480927.216,1681804.191,1701.741,B3
4480958.419,1681870.869,1709.378,B3
4480989.396,1681937.062,1716.562,B3
4481020.119,1682002.709,1723.172,B3
4481050.557,1682067.75,1729.088,B3
4481080.682,1682132.123,1734.188,B3
4481110.466,1682195.766,1738.381,B3
4481139.886,1682258.631,1741.678,B3
4481168.919,1682320.67,1744.119,B3
4481197.543,1682381.833,1745.745,B3
4481225.734,1682442.071,1746.596,B3
4481253.47,1682501.337,1746.711,B3
4481280.727,1682559.581,1746.133,B3
4481307.484,1682616.754,1744.901,B3
4481333.717,1682672.807,1743.055,B3
4481359.402,1682727.692,1740.635,B3
4481384.515,1682781.351,1737.691,B3
4481409.009,1682833.691,1734.298,B3
4481432.841,1682884.614,1730.535,B3
4481455.965,1682934.024,1726.484,B3
4481478.335,1682981.823,1722.226,B3
4481499.905,1683027.912,1717.841,B3
4481520.628,1683072.196,1713.41,B3
4481540.461,1683114.574,1709.013,B3
4481559.358,1683154.95,1704.732,B3
4481577.271,1683193.226,1700.647,B3
4481594.214,1683229.428,1696.846,B3
4481610.363,1683263.934,1693.432,B3
4481625.923,1683297.184,1690.514,B3
4481641.103,1683329.618,1688.199,B3
4481656.105,1683361.674,1686.594,B3
4481671.136,1683393.793,1685.808,B3
4481686.403,1683426.414,1685.947,B3
4481702.111,1683459.978,1687.119,B3
4481718.465,1683494.923,1689.432,B3
4481735.672,1683531.688,1692.992,B3
4481753.887,1683570.608,1697.812,B3
4481773.144,1683611.756,1703.67,B3
4481793.463,1683655.17,1710.31,B3
4481814.858,1683700.887,1717.478,B3
4481837.349,1683748.942,1724.917,B3
4481860.95,1683799.374,1732.372,B3
4481885.682,1683852.218,1739.588,B3
4481911.56,1683907.511,1746.309,B3
4481938.602,1683965.291,1752.28,B3
4481966.824,1684025.592,1757.246,B3
4481996.209,1684088.38,1761.07,B3
4482026.668,1684153.463,1763.855,B3
4482058.106,1684220.635,1765.735,B3
4482090.424,1684289.689,1766.844,B3
4482123.525,1684360.415,1767.318,B3
4482157.312,1684432.607,1767.291,B3
4482191.688,1684506.056,1766.897,B3
4482226.555,1684580.555,1766.271,B3
4482261.816,1684655.897,1765.547,B3
4482297.375,1684731.875,1764.86,B3
4482333.219,1684808.462,1764.278,B3
4482369.482,1684885.941,1763.742,B3
4482406.311,1684964.632,1763.187,B3
4482443.856,1685044.85,1762.545,B3
4482482.264,1685126.915,1761.748,B3
4482521.685,1685211.143,1760.73,B3
4482562.266,1685297.852,1759.422,B3
4482604.159,1685387.359,1757.758,B3
4482647.509,1685479.981,1755.672,B3
4482692.461,1685576.026,1753.095,B3
4482738.922,1685675.294,1750.018,B3
4482786.431,1685776.801,1746.513,B3
4482834.497,1685879.497,1742.662,B3
4482882.627,1685982.332,1738.545,B3
4482930.33,1686084.253,1734.243,B3
4482977.115,1686184.213,1729.837,B3
4483022.489,1686281.158,1725.408,B3
4483065.962,1686374.04,1721.035,B3
4483107.041,1686461.808,1716.801,B3
4483145.244,1686543.427,1712.785,B3
4483180.408,1686618.558,1709.074,B3
4483212.805,1686687.775,1705.762,B3
4483242.732,1686751.717,1702.943,B3
4483270.489,1686811.019,1700.711,B3
4483296.374,1686866.321,1699.16,B3
4483320.684,1686918.259,1698.385,B3
4483343.716,1686967.471,1698.479,B3
4483365.773,1687014.596,1699.536,B3
4483387.151,1687060.268,1701.651,B3
4483408.143,1687105.117,1704.917,B3
4483428.919,1687149.506,1709.327,B3
4483449.511,1687193.501,1714.766,B3
4483469.939,1687237.146,1721.112,B3
4483490.226,1687280.489,1728.244,B3
4483510.394,1687323.577,1736.042,B3
4483530.463,1687366.456,1744.383,B3
4483550.458,1687409.173,1753.148,B3
4483570.397,1687451.773,1762.215,B3
4483590.305,1687494.305,1771.462,B3
4473075.155,1662507.055,2171.308,B3
4473078.95,1662577.916,2172.829,B3
4473082.762,1662649.07,2174.32,B3
4473086.605,1662720.811,2175.749,B3
4473090.496,1662793.432,2177.087,B3
4473094.449,1662867.224,2178.303,B3
4473098.481,1662942.483,2179.367,B3
4473102.607,1663019.501,2180.247,B3
4473106.843,1663098.572,2180.914,B3
4473111.205,1663179.988,2181.337,B3
4473115.709,1663264.044,2181.486,B3
4473120.369,1663351.032,2181.33,B3
4473125.203,1663441.245,2180.839,B3
4473130.225,1663534.977,2179.983,B3
4473135.451,1663632.521,2178.73,B3
4473140.898,1663734.169,2177.05,B3
4473146.58,1663840.216,2174.914,B3
4473152.514,1663950.955,2172.29,B3
4473158.714,1664066.649,2169.151,B3
4473165.175,1664187.218,2165.507,B3
4473171.88,1664312.355,2161.389,B3
4473178.815,1664441.752,2156.831,B3
4473185.961,1664575.102,2151.866,B3
4473193.302,1664712.096,2146.526,B3
4473200.823,1664852.425,2140.846,B3
4473208.506,1664995.78,2134.857,B3
4473216.335,1665141.854,2128.593,B3
4473224.295,1665290.337,2122.086,B3
4473232.366,1665440.922,2115.37,B3
4473240.533,1665593.299,2108.478,B3
4473248.781,1665747.16,2101.443,B3
4473257.091,1665902.198,2094.297,B3
4473265.449,1666058.102,2087.074,B3
4473273.838,1666214.565,2079.807,B3
4473282.239,1666371.278,2072.529,B3
4473290.638,1666527.933,2065.272,B3
4473299.019,1666684.267,2058.06,B3
4473307.374,1666840.083,2050.896,B3
4473315.69,1666995.19,2043.781,B3
4473323.958,1667149.397,2036.719,B3
4473332.169,1667302.515,2029.712,B3
4473340.311,1667454.35,2022.763,B3
4473348.374,1667604.715,2015.874,B3
4473356.348,1667753.417,2009.047,B3
4473364.224,1667900.265,2002.286,B3
4473371.99,1668045.07,1995.592,B3
4473379.636,1668187.64,1988.969,B3
4473387.152,1668327.785,1982.418,B3
4473394.529,1668465.315,1975.942,B3
4473401.755,1668600.036,1969.544,B3
4473408.82,1668731.761,1963.227,B3
4473415.714,1668860.297,1956.992,B3
4473422.428,1668985.455,1950.843,B3
4473428.954,1669107.118,1944.779,B3
4473435.303,1669225.47,1938.797,B3
4473441.489,1669340.777,1932.887,B3
4473447.525,1669453.296,1927.043,B3
4473453.427,1669563.294,1921.257,B3
4473459.206,1669671.028,1915.52,B3
4473464.879,1669776.764,1909.826,B3
4473470.458,1669880.761,1904.167,B3
4473475.958,1669983.284,1898.534,B3
4473481.394,1670084.591,1892.922,B3
4473486.778,1670184.946,1887.321,B3
4473492.127,1670284.613,1881.724,B3
4473497.451,1670383.85,1876.124,B3
4473502.767,1670482.921,1870.512,B3
4473508.088,1670582.088,1864.882,B3
4473513.428,1670681.612,1859.225,B3
4473518.803,1670781.756,1853.535,B3
4473524.223,1670882.768,1847.804,B3
4473529.696,1670984.759,1842.035,B3
4473535.223,1671087.751,1836.235,B3
4473540.804,1671191.759,1830.41,B3
4473546.442,1671296.803,1824.57,B3
4473552.136,1671402.899,1818.721,B3
4473557.887,1671510.065,1812.87,B3
4473563.698,1671618.321,1807.027,B3
4473569.568,1671727.681,1801.198,B3
4473575.497,1671838.167,1795.391,B3
4473581.489,1671949.793,1789.613,B3
4473587.543,1672062.579,1783.873,B3
4473593.66,1672176.543,1778.177,B3
4473599.841,1672291.701,1772.534,B3
4473606.088,1672408.071,1766.951,B3
4473612.401,1672525.672,1761.436,B3
4473618.781,1672644.521,1755.996,B3
4473625.229,1672764.637,1750.638,B3
4473631.744,1672885.995,1745.364,B3
4473638.321,1673008.513,1740.161,B3
4473644.956,1673132.103,1735.017,B3
4473651.644,1673256.674,1729.918,B3
4473658.381,1673382.139,1724.853,B3
4473665.16,1673508.408,1719.808,B3
4473671.979,1673635.391,1714.771,B3
4473678.831,1673763.002,1709.729,B3
4473685.712,1673891.149,1704.669,B3
4473692.617,1674019.744,1699.579,B3
4473699.542,1674148.7,1694.445,B3
4473706.481,1674277.924,1689.256,B3
4473713.43,1674407.33,1683.998,B3
4473720.385,1674536.829,1678.658,B3
4473727.34,1674666.33,1673.225,B3
4473734.29,1674795.746,1667.684,B3
4473741.232,1674924.987,1662.025,B3
4473748.158,1675053.955,1656.239,B3
4473755.064,1675182.519,1650.336,B3
4473761.939,1675310.539,1644.331,B3
4473768.779,1675437.878,1638.239,B3
4473775.575,1675564.393,1632.077,B3
4473782.319,1675689.945,1625.858,B3
4473789.004,1675814.395,1619.598,B3
4473795.623,1675937.602,1613.313,B3
4473802.167,1676059.428,1607.017,B3
4473808.63,1676179.732,1600.727,B3
4473815.004,1676298.373,1594.456,B3
4473821.281,1676415.213,1588.221,B3
4473827.454,1676530.111,1582.036,B3
4473833.515,1676642.927,1575.917,B3
4473839.457,1676753.523,1569.879,B3
4473845.273,1676861.758,1563.938,B3
4473850.954,1676967.492,1558.108,B3
4473856.493,1677070.593,1552.406,B3
4473861.891,1677171.041,1546.837,B3
4473867.148,1677268.884,1541.405,B3
4473872.269,1677364.175,1536.112,B3
4473877.255,1677456.962,1530.96,B3
4473882.109,1677547.299,1525.953,B3
4473886.835,1677635.233,1521.091,B3
4473891.434,1677720.818,1516.379,B3
4473895.91,1677804.103,1511.818,B3
4473900.265,1677885.141,1507.412,B3
4473904.502,1677963.981,1503.161,B3
4473908.623,1678040.674,1499.07,B3
4473912.633,1678115.271,1495.141,B3
4473916.532,1678187.823,1491.375,B3
4473920.325,1678258.381,1487.777,B3
4473924.012,1678326.996,1484.347,B3
4473927.599,1678393.719,1481.089,B3
4473931.085,1678458.6,1478.005,B3
4473934.476,1678521.682,1475.085,B3
4473937.771,1678582.995,1472.297,B3
4473940.974,1678642.564,1469.609,B3
4473944.083,1678700.42,1466.987,B3
4473947.102,1678756.59,1464.398,B3
4473950.032,1678811.103,1461.809,B3
4473952.875,1678863.985,1459.188,B3
4473955.631,1678915.265,1456.501,B3
4473958.303,1678964.969,1453.715,B3
4473960.892,1679013.128,1450.797,B3
4473963.399,1679059.77,1447.715,B3
4473965.826,1679104.92,1444.434,B3
4473968.174,1679148.608,1440.923,B3
4473970.446,1679190.862,1437.148,B3
4473972.641,1679231.709,1433.076,B3
4473974.764,1679271.177,1428.674,B3
4473976.812,1679309.295,1423.909,B3
4473978.791,1679346.097,1418.758,B3
4473980.702,1679381.652,1413.235,B3
4473982.55,1679416.036,1407.36,B3
4473984.341,1679449.326,1401.158,B3
4473986.075,1679481.599,1394.65,B3
4473987.76,1679512.93,1387.861,B3
4473989.397,1679543.395,1380.812,B3
4473990.993,1679573.071,1373.527,B3
4473992.55,1679602.035,1366.028,B3
4473994.073,1679630.362,1358.338,B3
4473995.565,1679658.129,1350.48,B3
4473997.033,1679685.412,1342.477,B3
4473998.478,1679712.287,1334.352,B3
4473999.904,1679738.831,1326.127,B3
4474001.318,1679765.12,1317.826,B3
4474002.722,1679791.23,1309.47,B3
4474004.12,1679817.237,1301.084,B3
4475977.6,1677552.885,2009.704,B3
4475991.112,1677546.273,2000.379,B3
4476004.916,1677539.518,1991.168,B3
4476019.304,1677532.477,1982.186,B3
4476034.568,1677525.007,1973.547,B3
4476051.002,1677516.965,1965.366,B3
4476068.897,1677508.207,1957.759,B3
4476088.546,1677498.591,1950.839,B3
4476110.241,1677487.975,1944.721,B3
4476134.275,1677476.212,1939.521,B3
4476160.975,1677463.147,1935.334,B3
4476190.756,1677448.572,1932.21,B3
4476224.049,1677432.279,1930.192,B3
4476261.284,1677414.057,1929.324,B3
4476302.89,1677393.697,1929.647,B3
4476349.295,1677370.987,1931.205,B3
4476400.932,1677345.718,1934.042,B3
4476458.229,1677317.678,1938.199,B3
4476521.613,1677286.659,1943.719,B3
4476591.327,1677252.544,1950.566,B3
4476667.308,1677215.361,1958.577,B3
4476749.462,1677175.157,1967.575,B3
4476837.695,1677131.979,1977.383,B3
4476931.91,1677085.873,1987.824,B3
4477032.015,1677036.884,1998.723,B3
4477137.912,1676985.062,2009.903,B3
4477249.51,1676930.45,2021.187,B3
4477366.693,1676873.104,2032.4,B3
4477488.818,1676813.34,2043.382,B3
4477614.641,1676751.767,2053.987,B3
4477742.884,1676689.01,2064.07,B3
4477872.271,1676625.692,2073.49,B3
4478001.524,1676562.44,2082.102,B3
4478129.369,1676499.878,2089.764,B3
4478254.529,1676438.63,2096.332,B3
4478375.725,1676379.322,2101.663,B3
4478491.764,1676322.536,2105.634,B3
4478602.684,1676268.258,2108.374,B3
4478709.453,1676216.009,2110.206,B3
4478813.067,1676165.305,2111.461,B3
4478914.517,1676115.66,2112.466,B3
4479014.795,1676066.588,2113.551,B3
4479114.897,1676017.602,2115.046,B3
4479215.813,1675968.219,2117.279,B3
4479318.538,1675917.95,2120.581,B3
4479423.975,1675866.354,2125.243,B3
4479532.272,1675813.36,2131.22,B3
4479643.196,1675759.078,2138.298,B3
4479756.512,1675703.627,2146.262,B3
4479871.982,1675647.123,2154.898,B3
4479989.37,1675589.678,2163.99,B3
4480108.441,1675531.411,2173.325,B3
4480228.957,1675472.437,2182.686,B3
4480350.683,1675412.872,2191.86,B3
4480473.412,1675352.814,2200.663,B3
4480597.113,1675292.281,2209.083,B3
4480721.804,1675231.265,2217.161,B3
4480847.509,1675169.752,2224.942,B3
4480974.249,1675107.733,2232.469,B3
4481102.044,1675045.198,2239.784,B3
4481230.919,1674982.134,2246.931,B3
4481360.892,1674918.533,2253.953,B3
4481491.986,1674854.384,2260.893,B3
4481624.13,1674789.722,2267.798,B3
4481756.95,1674724.727,2274.725,B3
4481890.009,1674659.617,2281.737,B3
4482022.867,1674594.605,2288.897,B3
4482155.088,1674529.905,2296.265,B3
4482286.23,1674465.733,2303.906,B3
4482415.857,1674402.301,2311.881,B3
4482543.531,1674339.827,2320.251,B3
4482668.813,1674278.522,2329.079,B3
4482791.427,1674218.523,2338.366,B3
4482911.45,1674159.794,2347.98,B3
4483029,1674102.273,2357.773,B3
4483144.198,1674045.903,2367.599,B3
4483257.164,1673990.626,2377.308,B3
4483368.018,1673936.382,2386.753,B3
4483476.883,1673883.112,2395.786,B3
4483583.874,1673830.758,2404.26,B3
4483689.109,1673779.265,2412.027,B3
4483792.338,1673728.752,2419.021,B3
4483892.801,1673679.594,2425.291,B3
4483989.693,1673632.183,2430.893,B3
4484082.209,1673586.912,2435.886,B3
4484169.545,1673544.177,2440.326,B3
4484250.899,1673504.369,2444.271,B3
4484325.467,1673467.881,2447.778,B3
4484392.445,1673435.108,2450.904,B3
4484451.067,1673406.423,2453.705,B3
4484501.447,1673381.772,2456.227,B3
4484544.543,1673360.684,2458.503,B3
4484581.349,1673342.674,2460.568,B3
4484612.857,1673327.257,2462.453,B3
4484640.06,1673313.946,2464.194,B3
4484663.951,1673302.256,2465.823,B3
4484685.521,1673291.701,2467.375,B3
4484705.765,1673281.796,2468.883,B3
4484011.351,1666436.804,2263.777,B3
4484039.747,1666402.88,2205.921,B3
4484067.492,1666369.734,2150.672,B3
4484093.939,1666338.139,2100.635,B3
4484120.247,1666306.71,2057.248,B3
4484152.078,1666268.683,2019.068,B3
4484195.725,1666216.54,1984.233,B3
4484254.478,1666146.349,1952.148,B3
4484326.891,1666059.84,1924.23,B3
4484410.988,1665959.374,1902.044,B3
4484502.196,1665850.413,1886.329,B3
4484593.277,1665741.601,1876.97,B3
4484677.375,1665641.135,1873.729,B3
4484753.811,1665549.822,1875.22,B3
4484826.052,1665463.519,1879.285,B3
4485431.668,1672795.71,1922.415,B3
4485472.395,1672822.085,1885.322,B3
4485515.307,1672849.875,1849.528,B3
4485562.894,1672880.693,1816.489,B3
4485624.252,1672920.428,1791.053,B3
4485714.785,1672979.057,1781.311,B3
4485841.377,1673061.037,1791.482,B3
4485979.445,1673150.449,1811.387,B3
4486098.569,1673227.593,1828.126,B3
4486190.903,1673287.387,1838.105,B3
4486268.224,1673337.46,1845.812,B3
4486340.694,1673384.392,1854.86,B3
4486411.196,1673430.047,1865.126,B3
4478161.072,1671066.59,1912.526,B4
4478185.065,1671095.111,1878.79,B4
4478209.377,1671124.011,1844.972,B4
4478234.326,1671153.668,1810.988,B4
4478260.228,1671184.46,1776.758,B4
4478287.404,1671216.764,1742.198,B4
4478316.171,1671250.96,1707.228,B4
4478346.848,1671287.425,1671.765,B4
4478379.751,1671326.537,1635.728,B4
4478415.005,1671368.446,1599.203,B4
4478452.246,1671412.715,1562.697,B4
4478491.032,1671458.82,1526.783,B4
4478530.921,1671506.236,1492.039,B4
4478571.471,1671554.438,1459.04,B4
4478612.239,1671602.9,1428.36,B4
4478652.784,1671651.096,1400.575,B4
4478692.669,1671698.508,1376.26,B4
4478731.902,1671745.145,1355.743,B4
4478771.23,1671791.893,1338.95,B4
4478811.463,1671839.718,1325.773,B4
4478853.416,1671889.588,1316.101,B4
4478897.902,1671942.469,1309.826,B4
4478945.735,1671999.327,1306.837,B4
4478997.726,1672061.13,1307.025,B4
4479054.668,1672128.818,1310.273,B4
4479116.74,1672202.601,1316.225,B4
4479183.445,1672281.893,1324.263,B4
4479254.254,1672366.063,1333.759,B4
4479328.635,1672454.479,1344.082,B4
4479406.059,1672546.511,1354.601,B4
4479485.996,1672641.531,1364.687,B4
4479567.914,1672738.905,1373.71,B4
4479651.283,1672838.005,1381.075,B4
4479735.596,1672938.226,1386.649,B4
4479820.355,1673038.977,1390.643,B4
4479905.069,1673139.672,1393.276,B4
4479989.24,1673239.724,1394.766,B4
4480072.373,1673338.542,1395.334,B4
4480153.976,1673435.54,1395.198,B4
4480233.552,1673530.129,1394.577,B4
4480310.654,1673621.777,1393.71,B4
4480385.246,1673710.44,1392.968,B4
4480457.485,1673796.306,1392.786,B4
4480527.529,1673879.565,1393.604,B4
4480595.539,1673960.405,1395.86,B4
4480661.673,1674039.015,1399.991,B4
4480726.09,1674115.584,1406.437,B4
4480788.949,1674190.301,1415.636,B4
4480850.664,1674263.658,1427.879,B4
4480912.94,1674337.681,1442.712,B4
4480977.88,1674414.871,1459.449,B4
4481047.589,1674497.729,1477.405,B4
4481124.169,1674588.754,1495.897,B4
4481209.726,1674690.45,1514.239,B4
4481306.363,1674805.315,1531.748,B4
4481416.183,1674935.85,1547.737,B4
4481540.155,1675083.205,1561.701,B4
4481675.675,1675244.286,1573.692,B4
4481819.437,1675415.163,1583.875,B4
4481968.135,1675591.905,1592.415,B4
4482118.462,1675770.585,1599.476,B4
4482267.115,1675947.272,1605.224,B4
4482410.786,1676118.038,1609.822,B4
4482546.178,1676278.963,1613.435,B4
4482671.294,1676427.674,1616.167,B4
4482786.769,1676564.925,1618.006,B4
4482893.558,1676691.851,1618.924,B4
4482992.616,1676809.589,1618.894,B4
4483084.897,1676919.272,1617.887,B4
4483171.357,1677022.034,1615.877,B4
4483252.95,1677119.012,1612.836,B4
4483330.629,1677211.338,1608.746,B4
4483405.282,1677300.068,1603.864,B4
4483477.712,1677386.155,1598.821,B4
4483548.713,1677470.544,1594.274,B4
4483619.082,1677554.18,1590.88,B4
4483689.613,1677638.01,1589.296,B4
4483761.102,1677722.978,1590.179,B4
4483834.345,1677810.031,1594.187,B4
4483910.095,1677900.062,1601.939,B4
4483988.309,1677993.022,1613.306,B4
4484068.235,1678088.018,1627.487,B4
4484149.097,1678184.125,1643.661,B4
4484230.115,1678280.418,1661.006,B4
4484310.513,1678375.973,1678.701,B4
4484389.513,1678469.865,1695.924,B4
4484466.336,1678561.171,1711.854,B4
4484540.235,1678649.001,1725.727,B4
4484610.797,1678732.866,1737.354,B4
4484677.81,1678812.513,1746.896,B4
4484741.061,1678887.687,1754.516,B4
4484800.339,1678958.138,1760.378,B4
4484855.428,1679023.613,1764.649,B4
4484906.118,1679083.859,1767.491,B4
4484952.198,1679138.625,1769.07,B4
4484993.545,1679187.766,1769.559,B4
4485030.61,1679231.819,1769.161,B4
4485064.065,1679271.58,1768.092,B4
4485094.581,1679307.848,1766.574,B4
4485122.83,1679341.423,1764.825,B4
4485149.485,1679373.1,1763.064,B4
4485175.215,1679403.681,1761.51,B4
4485200.694,1679433.963,1760.382,B4
4485226.462,1679464.588,1759.904,B4
4485252.562,1679495.608,1760.291,B4
4485278.908,1679526.92,1761.761,B4
4485305.416,1679558.426,1764.535,B4
4485332.002,1679590.022,1768.83,B4
4485358.579,1679621.609,1774.868,B4
4485385.064,1679653.085,1782.865,B4
4485411.37,1679684.351,1793.043,B4
4485437.444,1679715.34,1805.487,B4
4485463.307,1679746.076,1819.945,B4
4485488.988,1679776.599,1836.115,B4
4485514.521,1679806.945,1853.697,B4
4485539.938,1679837.152,1872.389,B4
4485565.27,1679867.259,1891.89,B4
4485590.548,1679897.302,1911.9,B4
4470330.385,1680316.602,720.103,DA
4470464.786,1680250.824,757.934,DA
4470599.376,1680184.954,795.853,DA
4470734.344,1680118.899,833.949,DA
4470869.876,1680052.569,872.311,DA
4471006.163,1679985.868,911.028,DA
4471143.392,1679918.707,950.189,DA
4471281.753,1679850.992,989.884,DA
4471421.434,1679782.632,1030.2,DA
4471562.444,1679713.621,1071.176,DA
4471703.974,1679644.355,1112.588,DA
4471844.978,1679575.347,1154.143,DA
4471984.41,1679507.109,1195.55,DA
4472121.224,1679440.152,1236.518,DA
4472254.371,1679374.989,1276.753,DA
4472382.808,1679312.133,1315.966,DA
4472505.487,1679252.093,1353.863,DA
4472621.609,1679195.264,1390.206,DA
4472731.68,1679141.394,1425.028,DA
4472836.64,1679090.027,1458.459,DA
4472937.425,1679040.703,1490.623,DA
4473034.974,1678992.963,1521.649,DA
4473130.224,1678946.349,1551.663,DA
4473224.112,1678900.4,1580.792,DA
4473317.579,1678854.658,1609.163,DA
4473411.412,1678808.737,1636.868,DA
4473505.536,1678762.674,1663.763,DA
4473599.537,1678716.67,1689.619,DA
4473693.005,1678670.928,1714.209,DA
4473785.528,1678625.647,1737.302,DA
4473876.696,1678581.031,1758.671,DA
4473966.093,1678537.282,1778.088,DA
4474053.309,1678494.598,1795.324,DA
4474137.994,1678453.155,1810.183,DA
4474220.216,1678412.916,1822.704,DA
4474300.227,1678373.76,1833.028,DA
4474378.277,1678335.564,1841.293,DA
4474454.619,1678298.202,1847.64,DA
4474529.505,1678261.555,1852.206,DA
4474603.185,1678225.497,1855.132,DA
4474675.913,1678189.905,1856.558,DA
4474747.907,1678154.672,1856.632,DA
4474819.15,1678119.807,1855.583,DA
4474889.506,1678085.376,1853.678,DA
4474958.839,1678051.445,1851.183,DA
4475027.012,1678018.083,1848.364,DA
4475093.885,1677985.356,1845.489,DA
4475159.324,1677953.332,1842.824,DA
4475223.19,1677922.077,1840.635,DA
4475285.349,1677891.657,1839.169,DA
4475345.703,1677862.122,1838.463,DA
4475404.172,1677833.508,1838.443,DA
4475460.674,1677805.857,1839.033,DA
4475515.131,1677779.207,1840.157,DA
4475567.462,1677753.597,1841.738,DA
4475617.587,1677729.068,1843.7,DA
4475665.424,1677705.657,1845.968,DA
4475710.916,1677683.395,1848.469,DA
4475754.217,1677662.204,1851.158,DA
4475795.624,1677641.94,1854.008,DA
4475835.435,1677622.458,1856.995,DA
4475873.946,1677603.611,1860.092,DA
4475911.455,1677585.255,1863.275,DA
4475948.26,1677567.243,1866.518,DA
4475984.658,1677549.431,1869.796,DA
4471476.854,1681413.895,2052.319,DA
4471545.013,1681332.439,2064.042,DA
4471614.141,1681249.825,2075.728,DA
4471685.212,1681164.892,2087.339,DA
4471759.194,1681076.478,2098.84,DA
4471837.058,1680983.425,2110.194,DA
4471919.763,1680884.588,2121.365,DA
4472007.525,1680779.708,2132.269,DA
4472099.504,1680669.788,2142.763,DA
4472194.777,1680555.931,2152.7,DA
4472292.421,1680439.242,2161.933,DA
4472391.516,1680320.82,2170.315,DA
4472491.163,1680201.737,2177.708,DA
4472590.753,1680082.723,2184.034,DA
4472689.835,1679964.318,2189.254,DA
4472787.956,1679847.058,2193.333,DA
4472884.669,1679731.484,2196.233,DA
4472979.521,1679618.132,2197.921,DA
4473072.272,1679507.293,2198.424,DA
4473163.338,1679398.468,2197.96,DA
4473253.265,1679291.004,2196.785,DA
4473342.598,1679184.248,2195.157,DA
4473431.886,1679077.549,2193.333,DA
4473521.652,1678970.278,2191.567,DA
4473611.78,1678862.574,2189.949,DA
4473701.411,1678755.466,2188.381,DA
4473789.642,1678650.03,2186.751,DA
4473875.57,1678547.346,2184.948,DA
4473958.294,1678448.49,2182.86,DA
4474037.055,1678354.372,2180.375,DA
4474112.144,1678264.641,2177.354,DA
4474184.321,1678178.391,2173.65,DA
4474254.345,1678094.714,2169.117,DA
4474322.976,1678012.701,2163.607,DA
4474390.973,1677931.446,2156.974,DA
4474458.89,1677850.286,2149.265,DA
4474526.78,1677769.159,2140.993,DA
4474594.618,1677688.094,2132.75,DA
4474662.382,1677607.118,2125.125,DA
4474730.047,1677526.261,2118.71,DA
4474797.573,1677445.57,2114.069,DA
4474864.603,1677365.471,2111.217,DA
4474930.487,1677286.742,2109.658,DA
4474994.56,1677210.177,2108.875,DA
4475056.156,1677136.573,2108.35,DA
4475114.611,1677066.722,2107.568,DA
4475169.376,1677001.281,2106.096,DA
4475220.555,1676940.123,2103.955,DA
4475268.48,1676882.855,2101.329,DA
4475313.484,1676829.078,2098.404,DA
4475355.898,1676778.395,2095.363,DA
4475396.052,1676730.413,2092.39,DA
4475434.127,1676684.916,2089.425,DA
4475470.017,1676642.03,2085.931,DA
4475503.579,1676601.924,2081.319,DA
4475534.673,1676564.769,2074.998,DA
4475563.156,1676530.734,2066.378,DA
4475588.911,1676499.958,2054.932,DA
4475612.224,1676472.101,2041.011,DA
4475633.68,1676446.462,2025.629,DA
4475653.872,1676422.333,2009.819,DA
4475673.394,1676399.005,1994.615,DA
4475692.841,1676375.767,1981.051,DA
4475712.701,1676352.036,1969.929,DA
4475733.003,1676327.777,1961.047,DA
4475753.653,1676303.101,1953.924,DA
4475774.557,1676278.122,1948.082,DA
4475795.62,1676252.954,1943.042,DA
4471768.989,1678636.306,2883.641,DA
4471805.559,1678636.258,2830.957,DA
4471842.556,1678636.208,2777.682,DA
4471880.408,1678636.157,2723.224,DA
4471919.539,1678636.105,2666.993,DA
4471960.378,1678636.05,2608.399,DA
