OBJECTID,ID_EstGrav,Tipo_EstGrav,Fecha,Coordenada_X,Coordenada_Y,Sistema_Coordenadas,Latitud,Longitud,Altura_Sobre_NivelMar,Altura_Elipsoidal,GravObs,GravTeor_Elip,GravTeor_Somig,Corr_AireLibre,Anom_AireLibre,CorrBouguer,AnomSimpleBouguer,AnomBouguerTotal,AnomRegional,AnomResidual,Estado,Equipo,AUTOR
84,1030,1,10/05/2019,4733186.203,2050226.421,9377,4.450636319,-75.40525182,,1753.793,977636.6684,978063.7689,978063.7689,541.2205198,114.1200149,193.3275649,-79.20755007,-60.3063169,-59.36791646,-0.93840044,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
85,1031,1,10/05/2019,4732321.88,2050289.612,9377,4.451182194,-75.41304065,,1816.68,977624.3366,978063.7765,978063.7765,560.627448,121.1875309,200.2598486,-79.07231773,-59.79354245,-58.83472443,-0.958818026,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
86,1032,1,10/05/2019,4730347.029,2049937.605,9377,4.447940661,-75.43082214,,2047.998,977581.4804,978063.7313,978063.7313,632.0121828,149.7612551,225.7589501,-75.99769503,-59.00421731,-58.0867448,-0.917472511,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
87,1033,1,13/05/2019,4731998.374,2057771.731,9377,4.518828042,-75.41617764,,2334.807,977517.8691,978064.727,978064.727,720.5214402,173.6635386,257.3750448,-83.71150619,-67.68267829,-66.43893422,-1.243744067,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
88,1034,1,13/05/2019,4731053.774,2057981.393,9377,4.520695408,-75.42469488,,2634.844,977458.7236,978064.7534,978064.7534,813.1128584,207.083017,290.4493145,-83.36629748,-66.00101004,-65.21175227,-0.789257768,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
89,1035,1,13/05/2019,4731606.7,2058581.933,9377,4.5261423,-75.41973099,,2193.644,977540.0651,978064.8306,978064.8306,676.9585384,152.1930131,241.8140869,-89.62107377,-69.84612102,-66.4953179,-3.350803121,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
90,1036,1,14/05/2019,4731154.25,2057283.326,9377,4.514386364,-75.42376861,,2646.374,977458.6535,978064.6642,978064.6642,816.6710164,210.6603605,291.7203121,-81.05995161,-62.71968884,-64.10657864,1.386889807,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
91,1037,1,15/05/2019,4731303.75,2055593.762,9377,4.499113431,-75.42237101,,2885.666,977410.3691,978064.4485,978064.4485,890.5165276,236.4371021,318.0984193,-81.66131721,-60.39908792,-61.97398908,1.574901159,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
92,1038,1,15/05/2019,4731308.913,2054631.418,9377,4.490411847,-75.42229575,,2949.058,977399.9426,978064.326,978064.326,910.0792988,245.6959022,325.0863711,-79.39046895,-57.50078624,-60.4669653,2.966179061,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
93,1039,1,15/05/2019,4731369.286,2053546.074,9377,4.480599711,-75.42171946,,2672.678,977460.6962,978064.1881,978064.1881,824.7884308,221.2965187,294.6199065,-73.32338776,-55.1533185,-58.87263314,3.719314633,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
94,1040,1,16/05/2019,4731367.499,2052678.497,9377,4.472754811,-75.42170976,,3007.929,977380.5015,978064.0781,978064.0781,928.2468894,244.6703022,331.5759551,-86.905653,-59.28576912,-59.08457176,-0.201197353,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
95,1041,1,16/05/2019,4731098.754,2051639.218,9377,4.463349394,-75.42410014,,2655.509,977460.1013,978063.9464,978063.9464,819.4900774,215.6449492,292.7272994,-77.08235029,-56.44539429,-58.21061574,1.765221445,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
96,1042,1,17/05/2019,4732059.776,2056312.42,9377,4.505634394,-75.41558076,,2402.232,977505.6279,978064.5405,978064.5405,741.3287952,182.4161924,264.8075702,-82.39137787,-64.2723805,-64.28514811,0.012767608,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
97,1043,1,17/05/2019,4731805.388,2052110.459,9377,4.467631503,-75.41774774,,2660.153,977457.156,978064.0063,978064.0063,820.9232158,214.0728798,293.239226,-79.16634622,-56.60252637,-58.49984614,1.897319773,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
98,1044,1,6/07/2019,4735495.705,2058312.305,9377,4.523820619,-75.38468189,,2927.404,977398.6714,978064.7977,978064.7977,903.3968744,237.2705592,322.6993647,-85.42880551,-70.46196739,-68.76490252,-1.697064864,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
99,1045,1,6/07/2019,4734944.969,2057477.152,9377,4.516252414,-75.38961948,,2737.342,977435.7248,978064.6906,978064.6906,844.7437412,215.7779899,301.7480759,-85.97008604,-70.48628685,-68.5707846,-1.915502243,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
100,1046,1,7/07/2019,4737941.901,2058269.897,9377,4.523509461,-75.36263928,,2366.585,977508.0421,978064.7933,978064.7933,730.328131,173.5769252,260.8780599,-87.30113466,-68.48080155,-68.35323266,-0.12756889,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
101,1047,1,7/07/2019,4737288.605,2057646.187,9377,4.517850264,-75.36850749,,2333.425,977518.4959,978064.7132,978064.7132,720.094955,173.8776933,257.2227014,-83.34500811,-67.56365981,-67.93399411,0.370334295,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
102,1048,1,7/07/2019,4737230.933,2057108.424,9377,4.512985797,-75.36901136,,2353.172,977516.9607,978064.6444,978064.6444,726.1888792,178.5052274,259.3994917,-80.8942643,-63.9611214,-66.70309987,2.741978476,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
103,1049,1,8/07/2019,4736366.573,2058089.337,9377,4.52183025,-75.37682843,,2603.956,977464.8784,978064.7695,978064.7695,803.5808216,203.6897068,287.0444076,-83.35470082,-68.36365545,-68.22648086,-0.137174589,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
104,1050,1,8/07/2019,4735742.963,2057391.357,9377,4.515500294,-75.38242679,,2505.518,977485.5188,978064.6799,978064.6799,773.2028548,194.0417436,276.193196,-82.15145247,-68.44569866,-68.10624696,-0.339451708,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
105,1051,1,9/07/2019,4733492.531,2058664.55,9377,4.526946025,-75.40274166,,2403.849,977499.9649,978064.842,978064.842,741.8278014,176.9506793,264.9858186,-88.03513922,-72.56910538,-68.73366682,-3.835438559,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
106,1052,1,9/07/2019,4734522.755,2057196.507,9377,4.513702147,-75.39341541,,2545.61,977476.1045,978064.6545,978064.6545,785.575246,197.0252657,280.6126964,-83.58743066,-70.36593643,-68.3149009,-2.051035534,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
107,1053,1,10/07/2019,4733938.999,2057352.923,9377,4.515099139,-75.39867981,,2369.157,977508.7987,978064.6742,978064.6742,731.1218502,175.2463133,261.1615817,-85.91526834,-72.1304408,-68.30674663,-3.823694166,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
108,1054,1,10/07/2019,4736804.04,2054489.85,9377,4.489294592,-75.37278109,,2442.736,977503.2102,978064.3103,978064.3103,753.8283296,192.7282482,269.2724869,-76.54423872,-61.96756561,-64.69321253,2.725646913,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
109,1055,1,10/07/2019,4736881.366,2053996.613,9377,4.484836733,-75.37206998,,2542.674,977485.9868,978064.2476,978064.2476,784.6691964,206.4083805,280.2890494,-73.88066897,-62.72534098,-64.28181953,1.556478548,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
110,1056,1,12/07/2019,4734476.462,2051704.983,9377,4.464044056,-75.39367064,,1649.988,977645.8979,978063.9561,978063.9561,509.1862968,91.12805393,181.8847277,-90.75667376,-58.49323262,-60.29494338,1.801710758,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
111,1057,1,12/07/2019,4733798.979,2052430.164,9377,4.470581472,-75.3997958,,1726.835,977633.1084,978064.0476,978064.0476,532.901281,101.962041,190.3558776,-88.39383656,-57.36411941,-60.17438627,2.810266861,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
112,1058,1,12/07/2019,4733478.173,2053402.827,9377,4.479367169,-75.40271484,,1759.402,977618.9411,978064.1708,978064.1708,542.9514572,97.72174419,193.9458673,-96.22412309,-59.62149689,-61.24187037,1.620373483,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
113,1059,1,17/07/2019,4733110.088,2054181.265,9377,4.486395164,-75.40605421,,1903.289,977595.6017,978064.2695,978064.2695,587.3549854,118.6871692,209.8071025,-91.11993336,-61.88298757,-62.21929661,0.336309037,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
114,1060,1,13/07/2019,4732829.657,2055198.699,9377,4.4955868,-75.40861103,,1931.298,977589.7657,978064.3988,978064.3988,595.9985628,121.3654249,212.8946458,-91.52922092,-63.20411287,-63.54519376,0.341080884,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
115,1061,1,14/07/2019,4734926.503,2054321.067,9377,4.487713122,-75.38969271,,2741.795,977426.0208,978064.288,978064.288,846.117937,207.8506939,302.2389478,-94.3882539,-75.25860608,-65.86808683,-9.390519251,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
116,1062,1,14/07/2019,4735544.745,2054446.675,9377,4.488867167,-75.38412608,,2739.027,977427.2135,978064.3043,978064.3043,845.2637322,208.1729619,301.9338201,-93.76085821,-76.63514109,-66.18072399,-10.4544171,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
117,1063,1,15/07/2019,4737306.612,2054228.624,9377,4.486947161,-75.36824527,,2746.043,977439.6266,978064.2773,978064.2773,847.4288698,222.7781947,302.7072217,-79.92902703,-64.75365998,-66.17851442,1.424854442,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
118,1064,1,15/07/2019,4737759.068,2054119.666,9377,4.485975119,-75.36416544,,2743.035,977443.16,978064.2636,978064.2636,846.500601,225.3969883,302.3756379,-76.97864959,-61.33567825,-64.00137372,2.665695468,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
119,1065,1,15/07/2019,4737370.234,2053706.813,9377,4.482230489,-75.36765683,,2666.084,977460.8315,978064.211,978064.211,822.7535224,219.3740146,293.8930237,-74.51900906,-60.57140624,-63.47137761,2.899971369,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
120,1066,1,15/07/2019,4737041.309,2053274.724,9377,4.478313672,-75.37060785,,2572.207,977477.9025,978064.156,978064.156,793.7830802,207.5295496,283.5445893,-76.01503968,-63.1470302,-63.47827131,0.331241116,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
121,1067,1,15/07/2019,4736823.41,2052857.419,9377,4.474533794,-75.37255894,,2418.703,977508.6994,978064.103,978064.103,746.4117458,191.0081251,266.6232339,-75.61510889,-61.72597063,-62.9681607,1.242190068,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
122,1068,1,16/07/2019,4736892.005,2051368.316,9377,4.461070464,-75.37189762,,2070.911,977577.5776,978063.9146,978063.9146,639.0831346,152.7461659,228.284741,-75.53857513,-59.38203783,-61.67047352,2.288435688,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
123,1069,1,16/07/2019,4737122.248,2050902.697,9377,4.456866767,-75.3698097,,2046.454,977582.2191,978063.8558,978063.8558,631.5357044,149.8989613,225.5887488,-75.68978757,-60.24446448,-61.98669925,1.742234766,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
124,1070,1,16/07/2019,4737596.824,2050550.841,9377,4.453698856,-75.36552375,,2020.341,977588.2204,978063.8116,978063.8116,623.4772326,147.8860088,222.7102092,-74.82420035,-61.33249077,-62.31774743,0.985256657,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
125,1071,1,16/07/2019,4738065.425,2050535.177,9377,4.453570789,-75.36130135,,1929.967,977604.1039,978063.8098,978063.8098,595.5878162,135.8818794,212.7479244,-76.86604497,-61.81485058,-62.41471108,0.599860497,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
126,2000,0,"31/03/2019, 20/05/2019, 21/05/2019, 22/05/2019, 23/05/2019, 24/05/2019",4735995.141,2054055.317,9377,4.485341558,-75.38005655,,2535.127,977480.179,978064.2547,978064.2547,782.3401922,198.2644829,279.4571137,-81.19263077,-71.79346753,-64.29858813,-7.494879394,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
127,2001,1,20/05/2019,4734295.394,2053488.413,9377,4.480165258,-75.3953544,,2380.486,977514.4367,978064.182,978064.182,734.6179796,184.8726657,262.4104223,-77.53775659,-61.88710373,-62.94348535,1.056381615,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
128,2002,1,20/05/2019,4734342.082,2054074.614,9377,4.485467317,-75.39495102,,2390.125,977509.9132,978064.2565,978064.2565,737.592575,183.2492985,263.4729675,-80.22366903,-64.97168365,-62.98430332,-1.987380333,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
129,2003,1,20/05/2019,4734621.797,2054975.716,9377,4.493623736,-75.39245738,,2417.916,977503.6807,978064.3712,978064.3712,746.1688776,185.478381,266.5364798,-81.05809876,-70.55276513,-64.57155993,-5.981205206,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
130,2004,1,20/05/2019,4735104.044,2055107.941,9377,4.494833639,-75.38811623,,2454.086,977494.2288,978064.3882,978064.3882,757.3309396,187.1715081,270.5236425,-83.35213435,-72.89836237,-66.95217324,-5.946189135,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
131,2005,1,20/05/2019,4735482.151,2054814.803,9377,4.492194111,-75.38470086,,2512.749,977481.59,978064.3511,978064.3511,775.4343414,192.6732675,276.9902979,-84.31703041,-74.08419754,-66.06480409,-8.019393459,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
132,2006,1,20/05/2019,4736012.927,2054799.148,9377,4.492068186,-75.3799181,,2522.927,977481.2453,978064.3493,978064.3493,778.5752722,195.4712704,278.1122592,-82.64098881,-73.70346579,-65.8436415,-7.859824293,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
133,2007,1,21/05/2019,4736730.729,2051808.04,9377,4.465042,-75.37336345,,2031.563,977584.2841,978063.9701,978063.9701,626.9403418,147.2543404,223.9472548,-76.69291441,-59.40276287,-61.9284578,2.525694931,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
134,2008,1,21/05/2019,4736502.388,2052249.049,9377,4.469023181,-75.37543358,,2050.348,977581.08,978064.0258,978064.0258,632.7373928,149.7915746,226.0179999,-76.22642533,-58.73556056,-62.03391662,3.298356057,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
135,2009,1,21/05/2019,4736001.537,2052046.85,9377,4.467180139,-75.37994023,,2109.385,977572.3581,978064,978064,650.956211,159.3142924,232.5258828,-73.21159045,-58.85872935,-61.63573978,2.777010434,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
136,2010,1,21/05/2019,4735370.515,2051900.027,9377,4.465833997,-75.38562126,,2182.301,977558.3644,978063.9812,978063.9812,673.4580886,167.8413071,240.563703,-72.72239589,-57.88964689,-60.91163721,3.021990313,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
137,2011,1,21/05/2019,4735218.013,2052406.199,9377,4.470406572,-75.38701006,,2242.922,977546.704,978064.0452,978064.0452,692.1657292,174.8245388,247.2461965,-72.42165762,-57.69773779,-61.48269432,3.784956526,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
138,2012,1,21/05/2019,4735080.12,2052867.923,9377,4.474577647,-75.38826597,,2256.031,977544.0623,978064.1036,978064.1036,696.2111666,176.1698311,248.6912536,-72.52142247,-57.91263839,-61.93044563,4.017807236,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
139,2013,1,21/05/2019,4734477.959,2053115.721,9377,4.476800603,-75.39369857,,2310.671,977529.2961,978064.1348,978064.1348,713.0730706,178.2343649,254.7144377,-76.48007275,-61.00715117,-62.19705378,1.189902612,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
140,2014,1,22/05/2019,4736167.6,2050592.115,9377,4.4540305,-75.3784017,,1864.098,977615.8562,978063.8163,978063.8163,575.2606428,127.3005912,205.486923,-78.18633177,-64.44651731,-61.96219436,-2.484322953,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
141,2015,1,22/05/2019,4735689.763,2050907.244,9377,4.456866108,-75.38271598,,1953.49,977598.3486,978063.8558,978063.8558,602.847014,137.3397801,215.3409581,-78.00117798,-65.30414648,-61.76341216,-3.540734324,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
142,2016,1,22/05/2019,4735344.716,2051313.901,9377,4.460533206,-75.38583658,,1980.149,977595.919,978063.9071,978063.9071,611.0739814,143.0859213,218.2796855,-75.1937642,-62.20548451,-61.21801893,-0.987465588,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
143,2017,1,22/05/2019,4736046.435,2051059.847,9377,4.458256453,-75.37950695,,1950.485,977599.2234,978063.8753,978063.8753,601.919671,137.2678201,215.009705,-77.74188491,-64.90836685,-61.73592655,-3.172440305,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
144,2018,1,22/05/2019,4735846.344,2051518.194,9377,4.462395211,-75.38132305,,2030.948,977586.9141,978063.9331,978063.9331,626.7505528,149.731566,223.8794609,-74.14789486,-61.83148204,-61.40428245,-0.427199588,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
145,2019,1,23/05/2019,4736415.271,2057257.359,9377,4.5143085,-75.37636513,,2310.153,977523.646,978064.6631,978064.6631,712.9132158,171.8961611,254.6573365,-82.76117542,-68.42249751,-67.85052893,-0.571968577,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
146,2020,1,23/05/2019,4735967.174,2057033.915,9377,4.512274756,-75.38039604,,2306.184,977525.0424,978064.6343,978064.6343,711.6883824,172.0964824,254.2198179,-82.12333552,-67.87606259,-67.66547929,-0.210583298,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
147,2021,1,23/05/2019,4735624.297,2056565.111,9377,4.508025453,-75.38347163,,2276.633,977530.4671,978064.5743,978064.5743,702.5689438,168.4617823,250.9622938,-82.50051155,-68.9157907,-67.58469682,-1.33109388,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
148,2022,1,23/05/2019,4735054.968,2056632.422,9377,4.508617247,-75.38860338,,2323.795,977522.3319,978064.5826,978064.5826,717.123137,174.8724174,256.1611483,-81.28873095,-68.03507928,-67.63605701,-0.39902227,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
149,2023,1,23/05/2019,4734551.21,2056460.649,9377,4.50704905,-75.39313724,,2294.368,977528.3612,978064.5605,978064.5605,708.0419648,171.842691,252.9172933,-81.0746023,-67.93534376,-67.49632945,-0.439014305,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
150,2024,1,24/05/2019,4736619.754,2055485.311,9377,4.498290694,-75.37447065,,2361.087,977515.9614,978064.4369,978064.4369,728.6314482,180.1559179,260.2719935,-80.11607565,-63.83271636,-65.82759316,1.9948768,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
151,2025,1,24/05/2019,4736702.851,2054975.823,9377,4.493686064,-75.37370702,,2397.092,977510.9616,978064.3721,978064.3721,739.7425912,186.3321172,264.2409676,-77.90885041,-63.15403029,-65.38291631,2.228886022,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
152,2026,1,24/05/2019,4736371.076,2055823.504,9377,4.501341508,-75.3767212,,2339.732,977519.4043,978064.4799,978064.4799,722.0412952,176.9656578,257.9179471,-80.9522893,-67.98505174,-66.9165099,-1.068541842,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
153,2027,1,24/05/2019,4736089.97,2056332.424,9377,4.505935144,-75.37926897,,2324.452,977522.0485,978064.5447,978064.5447,717.3258872,174.8296391,256.233572,-81.40393291,-70.25144286,-67.4556403,-2.795802564,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
154,3008,1,18/10/2019,4737989.629,2049294.807,9377,4.442352364,-75.3619485,,1786.384,977634.2951,978063.6535,978063.6535,551.2781024,121.919703,196.9202003,-75.00049729,-60.76578622,-61.78459506,1.018808841,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
155,3014,1,21/10/2019,4737779.958,2051289.244,9377,4.460381275,-75.36389511,,2312.384,977528.4452,978063.9049,978063.9049,713.6017024,178.1419654,254.9032685,-76.76130305,-61.13042753,-62.55583627,1.425408741,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
156,3015,1,21/10/2019,4737570.978,2051961.665,9377,4.466455647,-75.36579745,,2494.082,977489.6755,978063.9899,978063.9899,769.6737052,195.3593254,274.9325604,-79.57323499,-62.46124759,-62.67971012,0.218462532,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
157,73124018,1,10/05/2019,4731859.783,2049294.485,9377,4.442170299,-75.41717448,,1832.207,977623.5576,978063.651,978063.651,565.4190802,125.3257148,201.9714515,-76.64573671,-57.9284702,-58.3218369,0.393366696,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
158,73124019,1,24/07/2019,4733663.917,2048772.27,9377,4.43750138,-75.40090535,,1797.176,977629.5971,978063.586,978063.586,554.6085136,120.6195952,198.1098453,-77.49025005,-60.89412818,-59.5474813,-1.346646876,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
159,1073,1,19/07/2019,4735465.024,2053225.941,9377,4.477826339,-75.38480855,,2405.89,977509.1817,978064.1492,978064.1492,742.457654,187.4901603,265.2108061,-77.72064573,-65.6326037,-67.15468727,1.522083564,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
160,1074,1,19/07/2019,4735636.843,2052739.402,9377,4.473431858,-75.38324626,,2390.515,977516.4443,978064.0876,978064.0876,737.712929,190.0696537,263.5159588,-73.4463051,-61.21105008,-63.39681522,2.185765144,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
161,1075,1,20/07/2019,4734999.862,2056142.294,9377,4.504183658,-75.38908542,,2315.961,977520.2018,978064.52,978064.52,714.7055646,170.3873356,255.2975754,-84.91023978,-72.36710331,-67.96378651,-4.403316805,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
162,1076,1,20/07/2019,4738690.029,2050631.249,9377,4.454457606,-75.35567662,,1884.28,977608.699,978063.8222,978063.8222,581.488808,126.365596,207.711665,-81.34606895,-66.3130266,-63.80553127,-2.507495332,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
163,1077,1,20/07/2019,4739132.766,2050349.165,9377,4.451919578,-75.35167957,,1903.57,977607.2473,978063.7868,978063.7868,587.441702,130.9022006,209.8380783,-78.93587762,-66.96777097,-63.57330125,-3.394469724,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
164,3000,0,"31/03/2019, 21/07/2019, 22/07/2019, 18/10/2019, 19/10/2019, 20/10/2019, 21/10/2019, 22/10/2019, 23/10/2019, 25/10/2019",4739386.962,2050652.905,9377,4.454673544,-75.34939805,,1986.547,977593.3551,978063.8252,978063.8252,613.0484042,142.5782786,218.9849624,-76.40668385,-64.7102714,-63.24998973,-1.460281671,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
165,3001,1,21/07/2019,4740602.949,2049404.111,9377,4.443415903,-75.3384066,,2133.285,977564.3099,978063.6683,978063.6683,658.331751,158.9733471,235.1604747,-76.18712757,-64.63192995,-63.86020687,-0.771723078,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
166,3002,1,21/07/2019,4740909.309,2049772.675,9377,4.446757522,-75.33565688,,2108.31,977568.1544,978063.7148,978063.7148,650.624466,155.064024,232.4073813,-77.34335733,-64.00263404,-64.03416985,0.03153581,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
167,3003,1,22/07/2019,4740548.186,2050177.403,9377,4.450407056,-75.33892206,,2083.56,977577.1002,978063.7657,978063.7657,642.986616,156.3211079,229.6790905,-73.35798268,-62.4715459,-63.77222867,1.300682769,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
168,3004,1,22/07/2019,4740667.382,2050631.095,9377,4.454513125,-75.33786109,,2080.703,977575.6057,978063.823,978063.823,642.1049458,153.887659,229.3641521,-75.47649306,-63.76120744,-64.15413003,0.392922591,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
169,3005,1,22/07/2019,4741000.187,2050953.33,9377,4.457436578,-75.33487176,,2006.705,977586.8625,978063.8638,978063.8638,619.269163,142.2678628,221.2070588,-78.93919593,-64.16293838,-64.30138532,0.138446942,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
170,3006,1,22/07/2019,4740902.533,2051445.846,9377,4.461887506,-75.33576569,,1986.783,977587.7788,978063.926,978063.926,613.1212338,136.9740447,219.0109776,-82.03693294,-65.31749618,-64.5664008,-0.751095379,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
171,3007,1,18/10/2019,4738893.533,2049666.878,9377,4.445742958,-75.35381539,,1788.367,977632.7803,978063.7007,978063.7007,551.8900562,120.9696475,197.1387942,-76.16914674,-61.83097565,-62.36170666,0.530731019,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
172,3009,1,18/10/2019,4739686.124,2050089.959,9377,4.449591575,-75.34668653,,1800.746,977629.0566,978063.7543,978063.7543,555.7102156,121.012477,198.5033805,-77.49090357,-61.64943771,-62.96996183,1.320524113,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
173,3010,1,19/10/2019,4736637.182,2049429.066,9377,4.443527242,-75.37413726,,1757.83,977636.0177,978063.6699,978063.6699,542.466338,114.8141841,193.7725795,-78.9583954,-64.29224611,-61.95366255,-2.338583559,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
174,3011,1,20/10/2019,4741439.167,2049034.61,9377,4.440098444,-75.330862,,2409.244,977496.7918,978063.6221,978063.6221,743.4926984,176.6623619,265.5805308,-88.91816893,-67.88405042,-64.4357652,-3.448285218,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
175,3012,1,20/10/2019,4741428.582,2050184.658,9377,4.450497858,-75.33099006,,2402.272,977506.4688,978063.767,978063.767,741.3411392,184.042965,264.8119796,-80.76901462,-65.0962228,-64.60059103,-0.49563177,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
176,3013,1,21/10/2019,4738177.739,2051246.118,9377,4.460002836,-75.36030996,,2213.993,977549.5302,978063.8996,978063.8996,683.2382398,168.8687911,244.0572379,-75.18844688,-60.93681098,-62.36041549,1.423604506,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
177,3016,1,21/10/2019,4738341.79,2052508.728,9377,4.471424953,-75.35886838,,2573.362,977473.4708,978064.0595,978064.0595,794.1395132,203.5508583,283.6719095,-80.12105124,-63.48161869,-63.38421075,-0.097407938,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
178,3017,1,21/10/2019,4739015.414,2052184.19,9377,4.468509783,-75.35278971,,2108.649,977564.3176,978064.0186,978064.0186,650.7290814,151.028051,232.4447506,-81.41669962,-62.40362611,-63.41631336,1.01268725,Inactiva,Scintrex CG-6 Autograv (S/N 17060015),SGC
